Region,District,Station,Date,AQI,PM10,PM2_5,NO2,SO2,Calculated_AQI,Data_Quality_Tier
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2023-10-01,104.0,72.1875,104.0,13.375,5.3125,245.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2023-11-01,111.0,89.33333333333333,111.0,15.0,5.0625,269.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2023-12-01,119.0,108.16666666666666,119.0,14.0,5.125,297.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-01-01,,131.0,113.66666666666667,18.5,3.187499999999999,280.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-02-01,,117.25,108.33333333333333,20.5,10.0,259.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-03-01,,102.9,103.0,19.0,8.0,242.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-04-01,,102.1,97.66666666666667,21.166666666666664,9.0,225.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-05-01,,98.3,92.33333333333334,20.5,10.0,204.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-06-01,87.0,99.0,87.0,1.0,8.0,190.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-07-01,93.0,85.5,93.0,1.0,6.5,208.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-08-01,93.0,80.0,93.0,1.0,6.5,208.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-09-01,95.0,77.5,95.0,1.0,6.0,215.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-10-01,94.0,91.0,94.0,1.0,6.0,211.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-11-01,90.0,119.66666666666666,90.0,11.25,3.0,200.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2024-12-01,87.0,118.0,87.0,12.875,7.0,190.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-01-01,90.0,98.5,90.0,13.0,7.5,200.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-02-01,86.0,97.0,86.0,15.0,10.0,186.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-03-01,89.0,68.0,89.0,12.0,7.0,197.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-04-01,85.0,78.0,85.0,13.75,8.25,183.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-05-01,87.0,70.125,87.0,15.5,8.4,190.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-06-01,88.0,75.75,88.0,14.0,5.5,193.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-07-01,86.0,67.875,86.0,12.0,6.0,186.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-08-01,73.0,77.0,73.0,10.5,4.5,142.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-09-01,66.0,79.0,66.0,11.0,4.5,118.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-10-01,67.0,70.5,67.0,14.5,4.5,121.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-11-01,74.0,92.0,74.0,16.0,4.5,145.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2025-12-01,84.0,109.0,84.0,16.5,4.499999999999999,180.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2026-01-01,115.0,114.5,115.0,19.0,4.499999999999998,283.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2026-02-01,76.0,106.5,76.0,19.5,4.499999999999998,152.0,Tier_2_Rescued
Kashmir,Srinagar,Dalgate Boulvard Srinagar (PM-2.5),2026-03-01,,106.5,76.0,19.5,4.499999999999998,152.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-01-01,86.0,86.0,35.0,21.0,3.0,86.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-02-01,72.0,72.0,35.0,32.0,3.0,72.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-03-01,,75.2,36.4,34.0,5.0,75.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-04-01,,78.4,37.8,35.0,3.0,78.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-05-01,,81.6,39.2,34.0,4.0,82.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-06-01,,84.8,40.6,35.0,3.0,85.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-07-01,88.0,88.0,42.0,16.0,2.0,88.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-08-01,79.0,78.0,40.0,22.5,3.5,78.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-09-01,82.0,82.0,30.0,21.5,3.0,82.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-10-01,,82.5,32.0,24.0,2.5,82.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-11-01,83.0,83.0,34.0,11.0,2.0,83.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2022-12-01,,85.0,37.0,12.0,,85.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-01-01,81.0,81.0,32.0,18.5,2.5,81.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-02-01,85.0,85.0,34.0,5.5,,85.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-03-01,78.0,78.0,40.0,22.0,3.0,78.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-04-01,78.0,78.0,38.0,19.0,2.0,78.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-05-01,83.0,83.0,38.0,13.0,2.0,83.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-06-01,85.0,85.0,35.0,19.0,3.0,85.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-07-01,88.0,88.0,28.0,15.0,2.0,88.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-08-01,90.0,90.0,22.0,18.0,3.0,90.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-09-01,86.0,86.0,41.0,17.0,3.0,86.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-10-01,79.0,79.0,42.0,18.0,3.0,79.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-11-01,85.0,85.0,47.0,22.0,4.0,85.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2023-12-01,84.0,84.0,38.0,20.5,2.5,84.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-01-01,82.0,82.0,35.0,20.0,2.0,82.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-02-01,87.0,87.0,35.0,17.0,3.0,87.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-03-01,88.0,88.0,34.0,19.0,3.0,88.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-04-01,89.0,89.0,38.0,13.0,2.0,89.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-05-01,87.0,87.0,37.0,19.0,4.0,87.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-06-01,83.0,83.0,35.0,19.0,3.0,83.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-07-01,88.0,88.0,39.0,14.0,2.0,88.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-08-01,90.0,90.0,37.0,10.0,1.0,90.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-09-01,84.0,84.0,38.0,,,84.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-10-01,88.0,88.0,35.0,21.0,4.0,88.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-11-01,,89.0,33.0,26.0,6.0,89.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2024-12-01,,87.0,34.0,36.0,4.0,87.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-01-01,85.0,85.0,42.0,34.0,4.0,85.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-02-01,86.0,86.0,40.0,13.0,2.0,86.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-03-01,89.0,89.0,34.0,30.0,3.0,89.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-04-01,87.0,87.0,37.0,31.0,3.0,87.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-05-01,83.0,83.0,39.0,,,83.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-06-01,87.0,87.0,38.0,,,87.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-07-01,86.0,86.0,37.0,22.0,2.0,86.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-08-01,83.0,83.0,35.0,21.0,2.0,83.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-09-01,52.0,51.0,35.0,17.0,2.0,58.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-10-01,63.0,63.0,43.0,23.5,3.5,71.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-11-01,48.0,47.0,38.0,31.0,3.0,63.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2025-12-01,57.0,51.0,37.0,34.5,4.0,61.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2026-01-01,55.0,55.0,36.0,37.0,3.0,59.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2026-02-01,51.0,51.0,37.0,34.0,4.0,61.0,Tier_2_Rescued
Jammu,Doda,Doda PCC Office Near Bus Stand 1065,2026-03-01,,51.0,37.0,34.0,3.0,61.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-01-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-02-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-03-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-04-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-05-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-06-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-07-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-08-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-09-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-10-01,,51.0,37.0,12.0,7.0,61.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-11-01,,51.0,37.0,12.0,7.0,61.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2022-12-01,89.0,51.0,37.0,12.0,7.0,61.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-01-01,112.0,59.0,52.0,11.0,6.0,86.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-02-01,108.0,61.0,46.0,13.0,7.0,76.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-03-01,104.0,46.0,58.0,9.0,5.0,97.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-04-01,,52.63636363636364,58.18181818181818,10.181818181818182,5.454545454545454,97.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-05-01,,59.27272727272727,58.36363636363637,11.363636363636363,5.909090909090909,97.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-06-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-07-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-08-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-09-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-10-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-11-01,,,,,,,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2023-12-01,,105.72727272727273,59.63636363636363,19.636363636363637,9.09090909090909,104.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-01-01,,112.36363636363637,59.81818181818182,20.81818181818182,9.545454545454545,108.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-02-01,119.0,119.0,60.0,22.0,10.0,113.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-03-01,86.0,86.0,55.22222222222222,19.0,8.0,92.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-04-01,76.0,76.0,50.44444444444444,20.0,8.0,83.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-05-01,,83.28571428571429,45.666666666666714,20.857142857142858,8.142857142857142,83.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-06-01,,90.57142857142857,40.88888888888894,21.714285714285715,8.285714285714286,91.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-07-01,,97.85714285714286,36.11111111111114,22.571428571428573,8.428571428571429,98.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-08-01,,105.14285714285714,31.33333333333337,23.428571428571427,8.571428571428571,104.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-09-01,,112.42857142857143,26.555555555555557,24.285714285714285,8.714285714285714,108.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-10-01,,119.71428571428572,21.77777777777778,25.142857142857142,8.857142857142858,114.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-11-01,127.0,127.0,17.0,26.0,9.0,118.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2024-12-01,,108.0,59.0,13.0,7.0,106.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-01-01,107.0,107.0,58.0,6.0,3.0,105.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-02-01,101.0,101.0,47.0,15.0,8.0,101.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-03-01,76.0,76.0,42.5,10.0,4.0,76.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-04-01,78.0,78.0,38.0,11.0,6.0,78.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-05-01,67.0,67.0,33.5,7.0,4.0,67.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-06-01,73.0,73.0,29.0,13.0,5.0,73.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-07-01,71.0,71.0,24.5,10.0,5.0,71.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-08-01,66.0,66.0,20.0,12.0,6.0,66.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-09-01,69.0,69.0,15.5,12.0,6.0,69.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-10-01,90.0,90.0,11.0,9.0,6.0,90.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-11-01,,92.0,45.0,15.0,6.0,92.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2025-12-01,,97.0,48.0,15.0,6.0,97.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2026-01-01,87.0,87.0,40.0,16.0,5.999999999999999,87.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2026-02-01,87.0,87.0,38.0,16.0,5.999999999999999,87.0,Tier_2_Rescued
Kashmir,Ganderbal,"Ganderbal DFO Office (PM-10, PM-2.5) 1083",2026-03-01,,87.0,38.0,16.0,5.999999999999999,87.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-01-01,,96.0,84.0,25.5,13.5,180.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-02-01,,113.5,63.0,17.5,9.5,110.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-03-01,,114.0,73.0,21.5,11.0,142.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-04-01,,95.5,74.0,22.0,9.0,145.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-05-01,,99.0,70.0,25.0,8.5,132.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-06-01,,103.0,76.0,21.0,7.5,152.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-07-01,,81.0,68.0,18.0,8.0,125.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-08-01,,44.0,32.0,12.0,6.0,53.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-09-01,,44.0,32.0,12.0,6.0,53.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-10-01,76.0,44.0,32.0,12.0,6.0,53.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-11-01,,57.0,36.5,12.5,7.0,59.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2022-12-01,112.0,70.0,41.0,13.0,8.0,70.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-01-01,97.0,59.0,37.0,14.0,8.0,61.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-02-01,91.0,58.0,32.0,12.0,8.0,58.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-03-01,128.0,80.0,48.0,17.0,10.0,80.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-04-01,,76.875,49.0,16.25,9.375,81.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-05-01,,73.75,50.0,15.5,8.75,83.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-06-01,,70.625,51.0,14.749999999999993,8.125,85.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-07-01,,67.5,52.0,13.999999999999993,7.5,86.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-08-01,,64.375,53.0,13.249999999999993,6.875,88.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-09-01,,61.25,54.0,12.5,6.25,90.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-10-01,,58.125,55.0,11.75,5.625,92.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-11-01,111.0,55.0,56.0,11.0,5.0,93.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2023-12-01,,89.5,39.0,16.0,3.0,90.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-01-01,124.0,124.0,49.5,21.0,1.0,116.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-02-01,119.0,119.0,60.0,27.0,15.0,113.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-03-01,126.0,126.0,85.0,24.0,13.0,183.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-04-01,125.0,125.0,90.0,23.0,14.0,200.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-05-01,,125.33333333333333,83.8,21.142857142857142,13.285714285714286,180.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-06-01,,125.66666666666667,77.6,19.285714285714285,12.571428571428571,159.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-07-01,,126.00000000000004,71.4,17.428571428571427,11.857142857142858,135.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-08-01,,126.33333333333337,65.2,15.571428571428571,11.142857142857142,118.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-09-01,59.0,126.66666666666671,59.0,13.714285714285714,10.428571428571429,118.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-10-01,,127.00000000000004,34.0,11.857142857142858,9.714285714285715,118.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-11-01,118.0,127.33333333333333,9.0,10.0,9.0,118.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2024-12-01,127.0,127.66666666666667,42.0,13.0,8.0,119.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-01-01,128.0,128.0,52.0,13.0,7.0,119.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-02-01,132.0,132.0,67.0,19.0,11.0,122.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-03-01,116.0,116.0,48.0,11.0,7.0,111.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-04-01,,114.5,47.0,15.5,9.5,110.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-05-01,113.0,113.0,46.0,20.0,12.0,109.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-06-01,110.0,110.0,35.0,13.0,5.0,107.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-07-01,111.0,111.0,18.0,12.0,6.0,108.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-08-01,111.0,99.0,48.0,7.0,3.0,99.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-09-01,116.0,116.0,28.0,10.0,5.0,111.0,Tier_2_Rescued
Kashmir,Srinagar,"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",2025-10-01,114.0,114.0,22.0,17.0,5.0,110.0,Tier_2_Rescued
