Region,District,Station,Date,AQI,PM10,PM2_5,NO2,SO2,Calculated_AQI,Data_Quality_Tier
Jammu,Jammu,Jammu MAM Stadium  482,2025-06-01,,84.0,38.5,23.666666666666664,2.666666666666667,84.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2025-07-01,65.0,65.0,28.0,17.0,2.0,65.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2025-08-01,56.0,56.0,27.0,13.0,1.0,56.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2025-09-01,55.0,55.0,24.0,15.0,2.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2025-10-01,69.0,69.0,30.0,19.0,3.0,69.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2025-11-01,106.0,102.0,46.33333333333333,24.0,3.0,102.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2025-12-01,127.0,127.0,62.666666666666664,29.0,3.0,118.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2026-01-01,138.0,138.0,79.0,34.0,3.0,162.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2026-02-01,109.0,109.0,50.0,29.0,3.0,106.0,Tier_2_Rescued
Jammu,Jammu,Jammu MAM Stadium  482,2026-03-01,94.0,94.0,41.0,25.0,2.0,94.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-01-01,,74.0,32.0,21.0,3.0,74.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-02-01,,280.0,67.5,32.0,3.0,230.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-03-01,,254.0,88.5,34.0,5.0,204.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-04-01,,161.0,64.0,35.0,3.0,141.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-05-01,,217.0,88.0,34.0,4.0,193.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-06-01,,169.0,65.0,35.0,3.0,146.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-07-01,,87.0,38.0,16.0,2.0,87.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-08-01,,115.0,46.0,22.5,3.5,110.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-09-01,,80.0,15.0,21.5,3.0,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-10-01,,106.0,46.0,24.0,2.5,104.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-11-01,,76.0,7.0,9.0,2.0,76.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2022-12-01,,76.0,7.0,9.0,2.0,76.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-01-01,76.0,76.0,7.0,9.0,2.0,76.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-02-01,80.0,80.0,10.0,5.0,1.0,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-03-01,,78.2,13.0,5.181818181818182,1.1111111111111112,78.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-04-01,,76.4,16.0,5.363636363636363,1.2222222222222223,76.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-05-01,,74.6,19.0,13.0,1.333333333333333,75.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-06-01,,72.8,22.0,19.0,1.4444444444444442,73.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-07-01,71.0,71.0,25.0,15.0,1.5555555555555551,71.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-08-01,71.0,71.0,25.0,18.0,1.6666666666666663,71.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-09-01,66.0,66.0,24.0,17.0,1.7777777777777777,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-10-01,66.0,66.0,26.0,18.0,1.8888888888888888,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-11-01,,66.0,27.666666666666668,6.636363636363637,2.0,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2023-12-01,,71.5,29.333333333333332,6.818181818181818,1.0,72.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-01-01,77.0,77.0,31.0,7.0,2.0,77.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-02-01,81.0,81.0,27.0,5.0,2.0,81.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-03-01,80.0,80.0,29.0,6.0,3.0,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-04-01,74.0,74.0,21.0,5.0,2.0,74.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-05-01,,62.0,21.0,5.0,2.0,62.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-06-01,,62.0,21.0,5.0,2.0,62.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-07-01,,62.0,19.0,14.0,2.0,62.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-08-01,,72.0,17.0,10.0,1.0,72.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-09-01,,92.0,31.0,5.0,1.5,92.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-10-01,,127.0,14.0,21.0,4.0,118.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-11-01,,156.0,27.0,26.0,6.0,138.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2024-12-01,,171.0,72.5,36.0,4.0,148.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-01-01,,180.0,93.0,34.0,4.0,208.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-02-01,,105.0,93.0,13.0,2.0,208.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-03-01,,102.0,47.0,30.0,3.0,102.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-04-01,,115.0,59.0,31.0,3.0,110.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-05-01,,118.0,63.0,11.833333333333332,2.0,112.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-06-01,,108.0,51.0,14.166666666666668,2.0,106.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-07-01,,84.0,29.0,22.0,2.0,84.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-08-01,,69.0,29.0,21.0,2.0,69.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-09-01,,74.0,22.0,17.0,2.0,74.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-10-01,,107.0,44.0,24.0,4.0,105.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-11-01,,127.0,62.5,34.0,3.0,118.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2025-12-01,,131.0,65.5,35.0,4.0,121.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2026-01-01,,151.0,67.0,39.0,3.0,134.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2026-02-01,,126.0,74.0,37.0,4.0,145.0,Tier_2_Rescued
Jammu,Jammu,Jammu Manda Zoo,2026-03-01,,130.0,57.0,34.0,3.0,120.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-01-01,,74.0,32.0,21.0,3.0,74.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-02-01,,280.0,67.5,32.0,3.0,230.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-03-01,,254.0,88.5,34.0,5.0,204.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-04-01,,161.0,64.0,35.0,3.0,141.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-05-01,,217.0,88.0,34.0,4.0,193.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-06-01,,169.0,65.0,35.0,3.0,146.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-07-01,,87.0,38.0,16.0,2.0,87.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-08-01,,115.0,46.0,22.5,3.5,110.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-09-01,,80.0,15.0,21.5,3.0,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-10-01,,106.0,46.0,24.0,2.5,104.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-11-01,,144.0,47.0,11.0,2.0,130.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2022-12-01,,147.0,58.0,12.0,2.0,132.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-01-01,,118.5,46.0,18.5,2.5,112.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-02-01,,115.0,40.5,5.5,2.25,110.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-03-01,,125.0,51.0,22.0,3.0,117.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-04-01,,113.0,38.0,19.0,2.0,109.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-05-01,,57.0,25.0,13.0,2.0,57.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-06-01,,57.0,25.0,19.0,3.0,57.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-07-01,57.0,57.0,25.0,15.0,2.0,57.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-08-01,60.0,60.0,26.0,18.0,3.0,60.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-09-01,55.0,55.0,24.0,17.0,3.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-10-01,53.0,53.0,25.0,18.0,3.0,53.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-11-01,45.0,54.0,27.0,5.0,2.0,54.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2023-12-01,,55.0,26.0,5.0,2.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-01-01,56.0,56.0,25.0,5.0,2.0,56.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-02-01,53.0,53.0,24.0,4.0,2.0,53.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-03-01,74.0,74.0,29.0,5.0,4.0,74.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-04-01,61.0,61.0,24.0,3.0,1.0,61.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-05-01,63.0,63.0,23.0,4.0,2.0,63.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-06-01,81.0,81.0,31.0,6.0,2.0,81.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-07-01,59.0,59.0,21.0,4.0,2.0,59.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-08-01,48.0,48.0,15.0,4.0,2.0,48.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-09-01,,63.0,15.0,4.5,1.5,63.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-10-01,78.0,78.0,15.0,5.0,1.0,78.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-11-01,,86.0,24.0,9.0,1.6666666666666665,86.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2024-12-01,,80.0,33.0,15.0,2.333333333333333,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-01-01,83.0,83.0,42.0,17.0,3.0,83.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-02-01,90.0,73.0,65.0,13.0,2.0,115.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-03-01,69.0,69.0,33.0,17.0,2.0,69.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-04-01,90.0,90.0,43.0,7.0,1.0,90.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-05-01,100.0,100.0,50.0,9.333333333333334,1.3333333333333333,100.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-06-01,89.0,89.0,5.0,11.666666666666668,1.6666666666666665,89.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-07-01,63.0,63.0,15.5,14.0,2.0,63.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-08-01,50.0,50.0,26.0,16.0,1.0,50.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-09-01,48.0,48.0,9.0,12.0,2.0,48.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-10-01,48.0,48.0,17.5,13.0,2.0,48.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-11-01,60.0,67.0,26.0,20.0,2.0,67.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2025-12-01,100.0,86.0,28.666666666666668,24.0,2.0,86.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2026-01-01,105.0,105.0,31.333333333333332,28.0,2.0,104.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2026-02-01,93.0,93.0,34.0,27.0,2.0,93.0,Tier_2_Rescued
Jammu,Jammu,Jammu Nagbani Forest Office,2026-03-01,83.0,83.0,43.0,26.0,2.0,83.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-01-01,,74.0,32.0,21.0,3.0,74.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-02-01,,280.0,67.5,32.0,3.0,230.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-03-01,,254.0,88.5,34.0,5.0,204.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-04-01,,161.0,64.0,35.0,3.0,141.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-05-01,,217.0,88.0,34.0,4.0,193.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-06-01,,169.0,65.0,35.0,3.0,146.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-07-01,,87.0,38.0,16.0,2.0,87.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-08-01,,115.0,46.0,22.5,3.5,110.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-09-01,,80.0,15.0,21.5,3.0,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-10-01,,106.0,46.0,24.0,2.5,104.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-11-01,,144.0,47.0,11.0,2.0,130.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2022-12-01,,147.0,58.0,12.0,2.0,132.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-01-01,,118.5,46.0,18.5,2.5,112.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-02-01,,115.0,40.5,5.5,2.25,110.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-03-01,,125.0,51.0,22.0,3.0,117.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-04-01,,113.0,38.0,19.0,2.0,109.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-05-01,,55.0,26.0,13.0,2.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-06-01,,55.0,26.0,19.0,3.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-07-01,55.0,55.0,26.0,15.0,2.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-08-01,55.0,55.0,22.0,18.0,3.0,55.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-09-01,56.0,56.0,4.0,4.0,1.0,56.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-10-01,57.0,57.0,23.0,4.0,1.0,57.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-11-01,74.0,63.0,16.0,4.0,1.0,63.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2023-12-01,,69.0,23.5,5.0,1.5,69.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-01-01,75.0,75.0,31.0,5.0,2.0,75.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-02-01,66.0,66.0,27.0,5.0,2.0,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-03-01,75.0,75.0,30.0,4.0,2.0,75.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-04-01,66.0,66.0,12.0,3.0,2.0,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-05-01,58.0,58.0,24.0,3.0,1.0,58.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-06-01,66.0,66.0,25.0,3.0,2.0,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-07-01,63.0,63.0,24.0,2.0,2.0,63.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-08-01,50.0,50.0,2.0,2.0,1.0,50.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-09-01,66.0,66.0,25.0,2.5,1.0,66.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-10-01,80.0,80.0,17.0,3.0,1.0,80.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-11-01,95.0,95.0,28.5,8.0,1.0,95.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2024-12-01,99.0,101.5,40.0,12.0,2.0,102.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-01-01,108.0,108.0,44.0,24.0,3.0,106.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-02-01,67.0,31.0,52.0,8.0,1.0,86.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-03-01,77.0,77.0,32.0,20.0,2.0,77.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-04-01,84.0,84.0,30.0,9.0,1.0,84.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-05-01,92.0,92.0,28.0,10.666666666666666,1.3333333333333333,92.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-06-01,90.0,90.0,21.75,12.333333333333334,1.6666666666666665,90.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-07-01,63.0,63.0,15.5,14.0,2.0,63.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-08-01,53.0,53.0,9.25,12.0,1.0,53.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-09-01,52.0,52.0,3.0,13.0,2.0,52.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-10-01,60.0,60.0,15.0,13.0,2.0,60.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-11-01,73.0,73.0,27.0,18.0,2.0,73.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2025-12-01,103.0,92.5,31.333333333333332,23.0,2.0,92.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2026-01-01,112.0,112.0,35.666666666666664,28.0,2.0,108.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2026-02-01,92.0,92.0,40.0,27.0,2.0,92.0,Tier_2_Rescued
Jammu,Jammu,Jammu Sidhra Forest Nursery,2026-03-01,78.0,78.0,22.0,22.0,2.0,78.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-01-01,86.0,96.0,86.0,25.5,13.5,186.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-02-01,65.0,113.5,65.0,17.5,9.5,115.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-03-01,73.0,114.0,73.0,21.5,11.0,142.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-04-01,74.0,95.5,74.0,22.0,9.0,145.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-05-01,62.0,99.0,62.0,25.0,8.5,104.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-06-01,76.0,103.0,76.0,21.0,7.5,152.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-07-01,68.0,81.0,68.0,18.0,8.0,125.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-08-01,70.0,46.0,70.0,12.0,6.0,132.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-09-01,70.0,49.0,70.0,12.0,7.0,132.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-10-01,72.0,51.5,72.0,14.0,6.857142857142857,139.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-11-01,79.0,57.0,79.0,13.0,7.0,162.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2022-12-01,74.0,70.0,74.0,17.0,9.0,145.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-01-01,73.0,65.0,73.0,14.0,7.0,142.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-02-01,109.0,66.28571428571428,109.0,16.142857142857142,7.142857142857142,262.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-03-01,99.0,80.5,99.0,18.07142857142857,9.0,228.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-04-01,86.0,70.9375,86.0,17.4375,7.6875,186.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-05-01,87.0,80.0,87.0,17.5,8.875,190.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-06-01,90.0,84.93749999999999,90.0,15.187499999999995,8.25,200.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-07-01,89.0,79.24999999999999,89.0,15.749999999999998,7.499999999999999,197.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-08-01,78.0,67.1875,78.0,13.124999999999996,5.8125,159.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-09-01,88.0,63.0,88.0,14.75,5.875,193.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-10-01,117.0,72.1875,117.0,13.375,5.3125,290.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-11-01,111.0,89.33333333333333,111.0,15.0,5.0625,269.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2023-12-01,103.0,108.16666666666666,103.0,14.0,5.125,242.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-01-01,,131.0,96.0,18.5,3.187499999999999,218.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-02-01,,117.25,89.0,20.5,10.0,197.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-03-01,,102.9,82.0,19.0,8.0,173.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-04-01,,102.1,75.0,21.166666666666664,9.0,149.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-05-01,,98.3,68.0,20.5,10.0,125.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-06-01,61.0,99.0,61.0,13.0,8.0,101.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-07-01,68.0,85.5,68.0,10.0,6.5,125.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-08-01,85.0,80.0,85.0,14.0,6.5,183.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-09-01,77.0,77.5,77.0,12.0,6.0,156.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-10-01,74.0,91.0,74.0,11.857142857142858,6.0,145.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-11-01,,119.66666666666666,82.0,11.25,3.0,173.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2024-12-01,,118.0,85.0,12.875,7.0,183.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2025-01-01,88.0,98.5,88.0,13.0,7.5,193.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2025-02-01,82.0,97.0,82.0,15.0,10.0,173.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2025-03-01,81.0,68.0,81.0,12.0,7.0,169.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2025-04-01,83.0,78.0,83.0,13.75,8.25,176.0,Tier_2_Rescued
Kashmir,Srinagar,Jehangir Chowk Srinagar (PM-2.5),2025-05-01,77.0,70.125,77.0,15.5,8.4,156.0,Tier_2_Rescued
