Region,District,Station,Date,AQI,PM10,PM2_5,NO2,SO2,month
Jammu,Kathua,Kathua Industrial Area 1068,2023-08,158.98990031421346,159.66666666666666,22.0,27.26654303846824,10.163675912953133,8
Jammu,Kathua,Kathua Industrial Area 1068,2023-09,158.0,158.0,21.0,26.596147843557613,10.163675912953133,9
Jammu,Kathua,Kathua Industrial Area 1068,2023-10,135.0,135.0,15.0,24.294023439435577,7.352869991798244,10
Jammu,Kathua,Kathua Industrial Area 1068,2023-11,72.0,72.0,14.75,13.94136225278446,4.430377685232115,11
Jammu,Kathua,Kathua Industrial Area 1068,2023-12,80.0,80.0,14.5,18.358328029422232,4.570568952878205,12
Jammu,Kathua,Kathua Industrial Area 1068,2024-01,78.0,78.0,33.293833325572095,13.614210758520413,4.559788422599942,1
Jammu,Kathua,Kathua Industrial Area 1068,2024-02,78.0,78.0,29.71503698215724,12.560768303810477,3.9322604420830616,2
Jammu,Kathua,Kathua Industrial Area 1068,2024-03,78.0,78.0,29.71503698215724,12.269004059852875,3.9322604420830616,3
Jammu,Kathua,Kathua Industrial Area 1068,2024-04,93.0,93.0,32.93832312072066,15.498986633585309,4.381460382771765,4
Jammu,Kathua,Kathua Industrial Area 1068,2024-05,85.0,85.0,31.526199937394136,14.10711581265175,3.623796294796823,5
Jammu,Kathua,Kathua Industrial Area 1068,2024-06,95.0,95.0,31.387357312834748,16.095100498930204,3.623796294796823,6
Jammu,Kathua,Kathua Industrial Area 1068,2024-07,96.0,96.0,30.467773005625702,15.535270293218229,3.5870886293675532,7
Jammu,Kathua,Kathua Industrial Area 1068,2024-08,83.0,83.0,29.866223563912424,14.728821105733523,3.174596354108113,8
Jammu,Kathua,Kathua Industrial Area 1068,2024-09,79.0,79.0,31.65386320322158,15.13884626559248,3.9354079233061037,9
Jammu,Kathua,Kathua Industrial Area 1068,2024-10,91.0,91.0,34.14801224090102,14.744926980663537,4.781014063717078,10
Jammu,Kathua,Kathua Industrial Area 1068,2024-11,121.0,121.0,49.28258044055416,17.50389542254938,6.364925563246746,11
Jammu,Kathua,Kathua Industrial Area 1068,2024-12,122.96755853749902,126.0,56.48432595052384,24.12343939868688,10.091946138992725,12
Jammu,Kathua,Kathua Industrial Area 1068,2025-01,126.0,126.0,61.58814737192908,7.0,6.0,1
Jammu,Kathua,Kathua Industrial Area 1068,2025-02,141.0,141.0,11.0,11.0,7.0,2
Jammu,Kathua,Kathua Industrial Area 1068,2025-03,133.0,133.0,21.0,10.0,8.0,3
Jammu,Kathua,Kathua Industrial Area 1068,2025-04,137.0,137.0,23.0,10.0,8.0,4
Jammu,Kathua,Kathua Industrial Area 1068,2025-05,126.0,126.0,21.0,10.0,7.0,5
Jammu,Kathua,Kathua Industrial Area 1068,2025-06,116.0,116.0,17.0,9.0,5.0,6
Jammu,Kathua,Kathua Industrial Area 1068,2025-07,109.0,109.0,17.0,9.0,6.0,7
Jammu,Kathua,Kathua Industrial Area 1068,2025-08,95.0,95.0,14.0,7.0,4.0,8
Jammu,Kathua,Kathua Industrial Area 1068,2025-09,105.0,105.0,17.0,7.0,4.0,9
Jammu,Kathua,Kathua Industrial Area 1068,2025-10,104.0,104.0,23.0,6.0,4.0,10
Jammu,Kathua,Kathua Industrial Area 1068,2025-11,107.33074780789588,105.0,15.0,7.0,4.0,11
Jammu,Kathua,Kathua Industrial Area 1068,2025-12,107.33074780789588,110.0,14.0,7.0,5.0,12
Jammu,Kathua,Kathua Industrial Area 1068,2026-01,115.0,115.0,14.0,9.0,6.0,1
Jammu,Kathua,Kathua Industrial Area 1068,2026-02,113.0,113.0,16.0,7.0,6.0,2
Jammu,Kathua,Kathua Industrial Area 1068,2026-03,71.75746181865043,63.5,16.8,7.409090909090909,2.983291984040966,3
Jammu,Poonch,Poonch PCC Office 1075,2022-01,14.0,14.0,17.6,7.818181818181818,2.3767912242086586,1
Jammu,Poonch,Poonch PCC Office 1075,2022-02,32.19626846182898,20.714285714285715,31.143670957035077,6.991858205583399,3.0849109264715016,2
Jammu,Poonch,Poonch PCC Office 1075,2022-03,32.19626846182898,27.42857142857143,34.31849781680933,4.993010049514215,2.2887304567657796,3
Jammu,Poonch,Poonch PCC Office 1075,2022-04,16.45714285714286,27.42857142857143,34.31849781680933,4.993010049514215,2.2887304567657796,4
Jammu,Poonch,Poonch PCC Office 1075,2022-05,16.45714285714286,27.42857142857143,34.31849781680933,4.993010049514215,2.2887304567657796,5
Jammu,Poonch,Poonch PCC Office 1075,2022-06,16.45714285714286,27.42857142857143,34.31849781680933,4.993010049514215,2.2887304567657796,6
Jammu,Poonch,Poonch PCC Office 1075,2022-07,61.0,61.0,38.56296459070819,8.385610974876897,2.9113385612760485,7
Jammu,Poonch,Poonch PCC Office 1075,2022-08,61.0,61.0,42.79362031397702,9.343806703410566,7.610722969972687,8
Jammu,Poonch,Poonch PCC Office 1075,2022-09,38.0,38.0,24.0,5.996528008548903,2.013797155098442,9
Jammu,Poonch,Poonch PCC Office 1075,2022-10,32.0,32.0,20.0,6.991858205583399,2.393258999046813,10
Jammu,Poonch,Poonch PCC Office 1075,2022-11,37.184990621468486,44.0,20.0,7.899986108390131,2.393258999046813,11
Jammu,Poonch,Poonch PCC Office 1075,2022-12,37.184990621468486,37.0,28.0,5.250945050303677,2.036541098739475,12
Jammu,Poonch,Poonch PCC Office 1075,2023-01,32.0,31.0,26.0,6.7177011669648845,2.393258999046813,1
Jammu,Poonch,Poonch PCC Office 1075,2023-02,34.0,34.0,26.0,4.993010049514215,1.819349457525865,2
Jammu,Poonch,Poonch PCC Office 1075,2023-03,35.0,35.0,25.25,4.993010049514215,1.819349457525865,3
Jammu,Poonch,Poonch PCC Office 1075,2023-04,38.0,38.0,24.5,4.993010049514215,1.819349457525865,4
Jammu,Poonch,Poonch PCC Office 1075,2023-05,38.0,38.0,33.08904350536841,4.993010049514215,2.335415455502392,5
Jammu,Poonch,Poonch PCC Office 1075,2023-06,39.0,39.0,31.768251166309657,4.993010049514215,2.335415455502392,6
Jammu,Poonch,Poonch PCC Office 1075,2023-07,37.64430300111268,25.0,33.334130122392914,4.993010049514215,2.335415455502392,7
Jammu,Poonch,Poonch PCC Office 1075,2023-08,11.0,11.0,33.334130122392914,4.993010049514215,2.335415455502392,8
Jammu,Poonch,Poonch PCC Office 1075,2023-09,36.70751647430735,41.0,32.75261886072607,7.028376747416998,3.0849109264715016,9
Jammu,Poonch,Poonch PCC Office 1075,2023-10,36.70751647430735,42.0,20.0,7.028376747416998,2.393258999046813,10
Jammu,Poonch,Poonch PCC Office 1075,2023-11,25.8,43.0,20.5,7.492064089762763,2.393258999046813,11
Jammu,Poonch,Poonch PCC Office 1075,2023-12,45.0,44.0,21.0,8.157921109179586,2.393258999046813,12
Jammu,Poonch,Poonch PCC Office 1075,2024-01,45.0,45.0,23.0,8.157921109179586,2.4814237294145327,1
Jammu,Poonch,Poonch PCC Office 1075,2024-02,45.0,45.0,19.0,9.939624147302448,3.3133587604700696,2
Jammu,Poonch,Poonch PCC Office 1075,2024-03,41.0,41.0,20.0,10.906041086857693,3.775608510091685,3
Jammu,Poonch,Poonch PCC Office 1075,2024-04,43.0,43.0,21.0,11.0547815077418,3.7092103608106624,4
Jammu,Poonch,Poonch PCC Office 1075,2024-05,45.0,45.0,20.0,8.157921109179586,2.4814237294145327,5
Jammu,Poonch,Poonch PCC Office 1075,2024-06,45.0,45.0,20.0,8.214933029851784,2.5478218786955553,6
Jammu,Poonch,Poonch PCC Office 1075,2024-07,39.0,34.0,19.0,8.870674388954916,2.7394050219748007,7
Jammu,Poonch,Poonch PCC Office 1075,2024-08,21.0,37.333333333333336,21.0,8.55572746749326,2.673006872693778,8
Jammu,Poonch,Poonch PCC Office 1075,2024-09,24.0,40.666666666666664,24.0,7.028376747416998,2.393258999046813,9
Jammu,Poonch,Poonch PCC Office 1075,2024-10,44.0,44.0,22.0,7.899986108390131,2.393258999046813,10
Jammu,Poonch,Poonch PCC Office 1075,2024-11,45.0,45.0,24.0,8.157921109179586,2.4814237294145327,11
Jammu,Poonch,Poonch PCC Office 1075,2024-12,61.0,61.0,40.0,10.402426469550045,5.539648136002985,12
Jammu,Poonch,Poonch PCC Office 1075,2025-01,61.0,61.0,43.0,11.775182015343267,6.388999994948004,1
Jammu,Poonch,Poonch PCC Office 1075,2025-02,61.0,61.0,40.0,11.61285731255391,6.256633498302223,2
Jammu,Poonch,Poonch PCC Office 1075,2025-03,59.0,59.0,37.0,11.59073342091166,6.256633498302223,3
Jammu,Poonch,Poonch PCC Office 1075,2025-04,62.0,62.0,31.0,11.61285731255391,5.903238076046817,4
Jammu,Poonch,Poonch PCC Office 1075,2025-05,62.0,62.0,33.0,11.464450575036821,5.29829539634932,5
Jammu,Poonch,Poonch PCC Office 1075,2025-06,64.0,64.0,30.0,11.518580869501415,5.128889118543684,6
Jammu,Poonch,Poonch PCC Office 1075,2025-07,63.0,63.0,37.0,11.22804660805683,5.539648136002985,7
Jammu,Poonch,Poonch PCC Office 1075,2025-08,65.0,65.0,25.0,11.460111151733004,3.7809073163402283,8
Jammu,Poonch,Poonch PCC Office 1075,2025-09,63.0,63.0,27.0,11.22804660805683,4.420420672057543,9
Jammu,Poonch,Poonch PCC Office 1075,2025-10,63.0,63.0,27.25,11.08919510700471,4.5701046975360935,10
Jammu,Poonch,Poonch PCC Office 1075,2025-11,68.0,68.0,27.5,13.381882083481853,5.027205617956639,11
Jammu,Poonch,Poonch PCC Office 1075,2025-12,69.0,69.0,27.75,14.164496427664384,4.257101362006747,12
Jammu,Poonch,Poonch PCC Office 1075,2026-01,63.0,63.0,28.0,11.649369682072685,4.358784862593792,1
Jammu,Poonch,Poonch PCC Office 1075,2026-02,61.0,61.0,28.0,10.426329947502063,4.5701046975360935,2
Jammu,Poonch,Poonch PCC Office 1075,2026-03,63.19746696302768,62.77777777777778,28.153846153846153,11.528282393213852,5.128889118543684,3
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-01,63.19746696302768,64.55555555555556,28.307692307692307,11.518580869501415,5.128889118543684,1
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-02,38.733333333333334,64.55555555555556,35.86830207979346,11.518580869501415,6.256633498302223,2
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-03,38.733333333333334,64.55555555555556,35.86830207979346,11.216006999414702,5.539131844085375,3
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-04,38.733333333333334,64.55555555555556,35.86830207979346,11.216006999414702,5.539131844085375,4
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-05,46.199999999999996,77.0,35.52166932724599,13.75437960608753,6.054287279418833,5
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-06,46.199999999999996,77.0,40.3851325600469,13.264559470878524,4.9593421035452545,6
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-07,77.0,77.0,29.55466926072707,12.029465440482113,3.9322604420830616,7
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-08,77.0,77.0,29.55466926072707,12.029465440482113,3.9322604420830616,8
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-09,75.6404548815322,74.25,32.531044957622655,11.403647949739721,4.494333163024749,9
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-10,75.6404548815322,71.5,27.381420196245138,11.19311757967995,4.085653092172219,10
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-11,66.0,68.75,33.50795778225928,13.4800710293993,4.778636332264293,11
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2022-12,66.0,66.0,30.0,11.808670007355554,4.358784862593792,12
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-01,69.0,69.0,35.0,12.345946537007793,5.284183023468941,1
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-02,164.0,73.5,164.0,34.0,2.972032254371976,2
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-03,85.0,78.0,62.0,33.92857142857143,3.0872873922705377,3
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-04,71.0,82.5,71.0,33.857142857142854,2.5085658991278263,4
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-05,87.0,87.0,68.0,12.775387347202413,5.660987936223687,5
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-06,86.0,83.0,75.0,14.728045442592355,6.669165098658605,6
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-07,93.0,78.0,88.0,13.770607985592262,6.306961218794181,7
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-08,76.0,76.0,36.0,12.897749571232703,4.9593421035452545,8
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-09,76.0,76.0,39.5,11.403647949739721,4.735685902678414,9
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-10,79.0,79.0,43.0,12.029465440482113,5.424862659395595,10
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-11,78.0,78.0,30.0,12.269004059852875,3.9322604420830616,11
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2023-12,71.0,71.0,34.0,11.48488182363755,4.494333163024749,12
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-01,78.0,78.0,30.0,13.930681927945745,4.151108351747411,1
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-02,77.0,77.0,25.0,13.679813096019776,3.7622108124822162,2
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-03,77.0,77.0,28.0,12.029465440482113,3.9322604420830616,3
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-04,75.0,75.0,32.0,11.403647949739721,4.494333163024749,4
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-05,75.0,75.0,28.0,11.403647949739721,4.085653092172219,5
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-06,82.0,82.0,28.0,12.092314112064907,4.151108351747411,6
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-07,75.0,75.0,32.0,11.403647949739721,3.99067579908693,7
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-08,77.0,77.0,28.0,13.523567061975095,4.151108351747411,8
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-09,77.0,77.0,28.0,12.029465440482113,3.9322604420830616,9
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-10,78.0,78.0,27.0,12.029465440482113,3.8793215525693068,10
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-11,79.0,79.0,28.0,12.269004059852875,3.9322604420830616,11
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2024-12,79.0,79.0,41.0,12.269004059852875,4.9593421035452545,12
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-01,78.0,78.0,28.0,12.560768303810477,3.9322604420830616,1
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-02,79.0,79.0,27.0,12.560768303810477,3.8793215525693068,2
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-03,75.0,75.0,26.0,11.403647949739721,3.6967555529070224,3
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-04,78.0,78.0,25.0,12.321229684439714,3.9810587221465696,4
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-05,86.0,86.0,41.0,13.093373010877878,4.781014063717078,5
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-06,86.0,86.0,41.0,13.093373010877878,4.068826163558235,6
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-07,78.0,78.0,29.0,13.770607985592262,3.174596354108113,7
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-08,76.0,76.0,27.0,13.14479049484987,3.8793215525693068,8
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-09,79.0,79.0,26.0,12.269004059852875,3.7622108124822162,9
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-10,75.0,75.0,27.0,11.403647949739721,3.8138662929941134,10
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-11,76.0,79.33333333333333,31.666666666666668,12.560768303810477,4.778636332264293,11
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2025-12,86.0,83.66666666666667,36.333333333333336,13.402516795309495,4.781014063717078,12
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2026-01,88.0,88.0,41.0,13.067151591160014,4.068826163558235,1
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2026-02,76.0,76.0,27.0,12.705792961753486,3.1216574645943593,2
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,2026-03,88.22409054562583,89.0,27.666666666666668,14.079003356863199,3.7539324022548826,3
Jammu,Ramban,Ramban PCC Office 1064,2022-01,102.0,102.0,28.333333333333332,15.77506645093773,3.041996298495465,1
Jammu,Ramban,Ramban PCC Office 1064,2022-02,139.0,139.0,29.0,24.728650824317572,3.6546675466945233,2
Jammu,Ramban,Ramban PCC Office 1064,2022-03,149.0,149.0,28.942857142857143,27.014920808208053,7.6982216928849665,3
Jammu,Ramban,Ramban PCC Office 1064,2022-04,137.69242372620988,131.5,28.885714285714286,22.782222801602767,7.227263031537961,4
Jammu,Ramban,Ramban PCC Office 1064,2022-05,137.69242372620988,114.0,44.01730564279701,18.557859459427284,7.970526204365828,5
Jammu,Ramban,Ramban PCC Office 1064,2022-06,79.0,96.5,46.193059154010264,16.128188904597305,6.809775957679684,6
Jammu,Ramban,Ramban PCC Office 1064,2022-07,79.0,79.0,34.95299311149241,15.81645734815062,4.247154203386412,7
Jammu,Ramban,Ramban PCC Office 1064,2022-08,106.0,106.0,38.00284611165861,17.955050576882865,4.932128612481652,8
Jammu,Ramban,Ramban PCC Office 1064,2022-09,87.0,87.0,27.145298232514232,13.479902355181821,3.0086914381524292,9
Jammu,Ramban,Ramban PCC Office 1064,2022-10,83.63491886770389,83.5,30.79252602925675,15.270649456470526,3.7654166691957283,10
Jammu,Ramban,Ramban PCC Office 1064,2022-11,83.63491886770389,80.0,32.32054330928624,13.770607985592262,3.8021243346250007,11
Jammu,Ramban,Ramban PCC Office 1064,2022-12,78.0,79.0,29.561979388680943,13.770607985592262,3.9322604420830616,12
Jammu,Ramban,Ramban PCC Office 1064,2023-01,78.0,78.0,29.39161020931141,12.560768303810477,3.9322604420830616,1
Jammu,Ramban,Ramban PCC Office 1064,2023-02,61.0,61.0,29.737929541541856,9.91153543606198,3.3252513481053163,2
Jammu,Ramban,Ramban PCC Office 1064,2023-03,50.0,50.0,27.213811520684974,10.271152752347808,4.5701046975360935,3
Jammu,Ramban,Ramban PCC Office 1064,2023-04,52.0,52.0,31.420944175593757,9.581790278768047,4.734001704514372,4
Jammu,Ramban,Ramban PCC Office 1064,2023-05,56.0,56.0,33.76471121392932,10.02464432233645,4.734001704514372,5
Jammu,Ramban,Ramban PCC Office 1064,2023-06,56.0,56.0,31.01642951312552,10.015469983377857,4.697294039085102,6
Jammu,Ramban,Ramban PCC Office 1064,2023-07,54.0,54.0,31.01642951312552,8.4498201260568,3.569754202597088,7
Jammu,Ramban,Ramban PCC Office 1064,2023-08,50.0,50.0,31.400409182912515,9.122892942065217,4.084148933423786,8
Jammu,Ramban,Ramban PCC Office 1064,2023-09,45.0,45.0,31.897057414835142,10.754256339529036,5.381161320468497,9
Jammu,Ramban,Ramban PCC Office 1064,2023-10,46.0,46.0,32.48499587576423,11.044896349281338,5.381161320468497,10
Jammu,Ramban,Ramban PCC Office 1064,2023-11,46.0,46.333333333333336,32.02291099302693,11.777650447830828,5.9399457414760874,11
Jammu,Ramban,Ramban PCC Office 1064,2023-12,48.0,46.666666666666664,32.48499587576423,11.777650447830828,5.9399457414760874,12
Jammu,Ramban,Ramban PCC Office 1064,2024-01,47.0,47.0,32.48499587576423,12.362557865873246,5.9399457414760874,1
Jammu,Ramban,Ramban PCC Office 1064,2024-02,48.0,48.0,35.27673518692923,12.362557865873246,6.256633498302223,2
Jammu,Ramban,Ramban PCC Office 1064,2024-03,43.0,43.0,29.895591852060612,11.36972842920346,4.564805891287552,3
Jammu,Ramban,Ramban PCC Office 1064,2024-04,46.0,46.0,32.48499587576423,11.72063852715863,5.506559530288949,4
Jammu,Ramban,Ramban PCC Office 1064,2024-05,47.0,47.0,33.573499516420206,8.214933029851784,3.6064618680263596,5
Jammu,Ramban,Ramban PCC Office 1064,2024-06,51.0,51.0,35.802309807873485,12.362557865873246,6.256633498302223,6
Jammu,Ramban,Ramban PCC Office 1064,2024-07,42.0,42.0,29.42164391751232,11.558587488422411,5.123590312295143,7
Jammu,Ramban,Ramban PCC Office 1064,2024-08,42.0,42.0,29.895591852060612,9.273432648804128,3.4842600641462824,8
Jammu,Ramban,Ramban PCC Office 1064,2024-09,48.0,48.0,30.495104919048035,7.899986108390131,3.1363679914099496,9
Jammu,Ramban,Ramban PCC Office 1064,2024-10,48.0,48.0,33.573499516420206,8.214933029851784,3.6064618680263596,10
Jammu,Ramban,Ramban PCC Office 1064,2024-11,53.0,53.0,35.247322343843955,12.362557865873246,6.256633498302223,11
Jammu,Ramban,Ramban PCC Office 1064,2024-12,57.0,46.0,33.48204555231521,12.430196849395546,5.9399457414760874,12
Jammu,Ramban,Ramban PCC Office 1064,2025-01,56.0,39.0,27.0,7.553012872363012,3.043836851447561,1
Jammu,Ramban,Ramban PCC Office 1064,2025-02,56.0,35.0,56.0,8.55572746749326,4.020319860738389,2
Jammu,Ramban,Ramban PCC Office 1064,2025-03,51.0,47.0,41.0,7.899986108390131,2.9113385612760485,3
Jammu,Ramban,Ramban PCC Office 1064,2025-04,56.0,56.0,45.0,8.462211130202215,3.6485266477934717,4
Jammu,Ramban,Ramban PCC Office 1064,2025-05,44.0,44.0,37.0,11.435038269070711,5.451483405635266,5
Jammu,Ramban,Ramban PCC Office 1064,2025-06,50.0,49.0,43.0,10.629605435334538,5.208949329891636,6
Jammu,Ramban,Ramban PCC Office 1064,2025-07,49.0,49.0,39.0,10.592170548867166,5.539648136002985,7
Jammu,Ramban,Ramban PCC Office 1064,2025-08,49.0,49.0,42.0,12.430196849395546,6.256633498302223,8
Jammu,Ramban,Ramban PCC Office 1064,2025-09,47.0,47.0,35.0,12.430196849395546,6.256633498302223,9
Jammu,Ramban,Ramban PCC Office 1064,2025-10,57.0,57.0,39.0,11.609995944805528,6.256633498302223,10
Jammu,Ramban,Ramban PCC Office 1064,2025-11,50.0,50.0,42.0,10.00321588760788,4.887901018024874,11
Jammu,Ramban,Ramban PCC Office 1064,2025-12,48.0,48.0,42.0,9.314069204825055,4.887901018024874,12
Jammu,Ramban,Ramban PCC Office 1064,2026-01,56.0,56.0,47.0,9.957005338814149,5.478832209783569,1
Jammu,Ramban,Ramban PCC Office 1064,2026-02,52.0,51.0,45.0,10.00321588760788,5.21479655554128,2
Jammu,Ramban,Ramban PCC Office 1064,2026-03,53.62078103647862,51.5,39.0,9.255646244990587,4.887901018024874,3
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-01,52.0,52.0,33.0,9.680712951340807,4.734001704514372,1
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-02,54.0,54.0,27.0,9.730346731378775,3.952872116187386,2
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-03,49.0,49.0,27.25,9.660368306587914,4.0058110057011405,3
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-04,48.15439668412707,47.0,27.5,9.985380182892323,4.0058110057011405,4
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-05,48.15439668412707,45.0,29.895591852060612,12.362557865873246,5.211755042662861,5
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-06,41.0,43.0,29.895591852060612,11.36972842920346,4.564805891287552,6
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-07,41.0,41.0,27.24141197025798,10.849029166185495,4.1314196801004135,7
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-08,39.0,39.0,27.24141197025798,4.993010049514215,2.036541098739475,8
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-09,45.0,45.0,29.298442968033243,7.899986108390131,2.698615370628142,9
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-10,62.0,52.0,29.0,8.214933029851784,3.1320015818152807,10
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-11,62.28902110812605,59.0,31.666666666666668,11.677634928327828,5.9399457414760874,11
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2022-12,62.28902110812605,64.0,34.333333333333336,10.849278643706647,5.539131844085375,12
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-01,67.0,67.0,37.0,13.313177499710465,6.054287279418833,1
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-02,74.0,66.0,72.0,12.04029569482927,5.769131573540127,2
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-03,62.0,62.0,37.0,10.4790456923215,5.202327755593899,3
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-04,60.0,60.0,37.0,10.371851324002415,5.539648136002985,4
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-05,46.0,28.0,37.0,6.63428354367426,3.2565600420954675,5
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-06,38.0,35.75,38.0,6.991858205583399,2.823173830908329,6
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-07,30.0,43.5,30.0,7.899986108390131,2.6104506402604226,7
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-08,33.0,51.25,33.0,8.157921109179586,3.173075656839221,8
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-09,59.0,59.0,47.0,9.776206156807477,5.478832209783569,9
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-10,56.0,56.0,42.0,10.217394259341416,4.887901018024874,10
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-11,61.0,60.0,53.0,10.006987550334108,5.478832209783569,11
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2023-12,59.0,59.0,39.0,9.94856459049964,4.887901018024874,12
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-01,61.0,61.0,41.0,11.53315515880821,6.256633498302223,1
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-02,59.0,59.0,44.0,10.006987550334108,5.21479655554128,2
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-03,60.0,60.0,45.0,11.59073342091166,6.255280036311063,3
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-04,60.0,60.0,46.0,10.006987550334108,5.547298536398442,4
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-05,63.0,63.0,48.0,11.53315515880821,6.519315690553352,5
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-06,66.0,66.0,38.0,11.518580869501415,6.256633498302223,6
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,2024-07,61.0,61.0,39.0,11.202166716721186,5.202327755593899,7
