Region,District,Station,Date,AQI,PM10,PM2_5,NO2,SO2
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-01-01,122.0,122.0,,14.0,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-02-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-03-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-04-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-05-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-06-01,89.0,89.0,,12.0,6.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-07-01,88.0,88.0,,10.0,5.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-08-01,83.0,83.0,,8.0,3.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-09-01,86.0,86.0,,12.0,6.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-10-01,82.0,82.0,,9.0,5.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-11-01,,110.0,25.0,,2.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2024-12-01,,118.0,71.0,,5.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-01-01,85.0,79.0,60.0,9.0,4.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-02-01,78.0,78.0,64.0,14.0,7.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-03-01,59.0,59.0,49.0,11.0,4.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-04-01,69.0,69.0,46.0,8.0,5.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-05-01,43.0,43.0,22.0,11.0,5.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-06-01,52.0,52.0,28.0,9.0,3.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-07-01,44.0,44.0,,9.0,4.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-08-01,46.0,46.0,,10.0,4.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-09-01,54.0,54.0,,8.0,4.0
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-10-01,39.0,39.0,18.0,8.0,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-11-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2025-12-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2026-01-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2026-02-01,,,,,
Kashmir,Srinagar,Kralsangri Srinagar (PM-10),2026-03-01,,,,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-01-01,70.0,,70.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-02-01,58.0,,58.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-03-01,64.0,,64.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-04-01,65.0,,65.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-05-01,70.0,,70.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-06-01,66.0,,66.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-07-01,65.0,,65.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-08-01,65.0,,65.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-09-01,72.0,,72.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-10-01,77.0,,77.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-11-01,82.0,,82.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2022-12-01,78.0,,78.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-01-01,78.0,,78.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-02-01,94.0,,94.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-03-01,115.0,,115.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-04-01,74.0,,74.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-05-01,82.0,,82.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-06-01,87.0,,87.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-07-01,83.0,,83.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-08-01,90.0,,90.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-09-01,78.0,,78.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-10-01,84.0,,84.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-11-01,104.0,,104.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2023-12-01,106.0,,106.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-01-01,,,,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-02-01,,,,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-03-01,,,,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-04-01,,,,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-05-01,,,,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-06-01,80.0,,80.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-07-01,81.0,,81.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-08-01,65.0,,65.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-09-01,71.0,,71.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-10-01,77.0,,77.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-11-01,85.0,,85.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2024-12-01,85.0,,85.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-01-01,81.0,,81.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-02-01,74.0,,74.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-03-01,69.0,,69.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-04-01,58.0,,58.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-05-01,65.0,,65.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-06-01,68.0,,68.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-07-01,64.0,,64.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-08-01,62.0,,62.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-09-01,62.0,,62.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-10-01,66.0,,66.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-11-01,75.0,,75.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2025-12-01,89.0,,89.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2026-01-01,103.0,,103.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2026-02-01,69.0,,69.0,,
Kashmir,Srinagar,Soura Near SKIMS Srinagar (PM-2.5),2026-03-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-01-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-02-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-03-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-04-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-05-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-06-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-07-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-08-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-09-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-10-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-11-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2022-12-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-01-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-02-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-03-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-04-01,63.0,63.0,,19.0,6.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-05-01,73.0,73.0,,18.0,8.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-06-01,89.0,89.0,,21.0,9.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-07-01,83.0,83.0,,20.0,8.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-08-01,70.0,70.0,,13.0,4.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-09-01,70.0,70.0,,17.0,5.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-10-01,85.0,85.0,,18.0,6.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-11-01,105.0,,,19.0,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2023-12-01,121.0,,,11.0,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-01-01,113.0,113.0,,14.0,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-02-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-03-01,118.0,118.0,38.0,24.0,5.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-04-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-05-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-06-01,77.0,77.0,,13.0,5.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-07-01,83.0,83.0,,10.0,5.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-08-01,77.0,77.0,,14.0,6.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-09-01,69.0,69.0,,12.0,6.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-10-01,76.0,76.0,,,7.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-11-01,112.0,112.0,,,2.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2024-12-01,,101.0,,,9.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-01-01,77.0,77.0,,13.0,8.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-02-01,58.0,58.0,,14.0,9.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-03-01,45.0,45.0,,13.0,7.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-04-01,38.0,38.0,,12.0,7.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-05-01,57.0,57.0,,14.0,7.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-06-01,72.0,72.0,,15.0,6.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-07-01,60.0,60.0,,12.0,6.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-08-01,82.0,82.0,,11.0,5.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-09-01,90.0,90.0,,12.0,3.0
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-10-01,79.0,79.0,,12.0,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-11-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2025-12-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2026-01-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2026-02-01,,,,,
Kashmir,Srinagar,Zakura Srinagar (PM-10),2026-03-01,,,,,
