Region,District,Station,Date,AQI,PM10,PM2_5,NO2,SO2,month,year,month_sin,month_cos,AQI_lag_1,AQI_lag_2,AQI_lag_3,AQI_lag_6,AQI_lag_12,PM10_lag_1,PM10_lag_2,PM10_lag_3,PM10_lag_6,PM10_lag_12,PM2_5_lag_1,PM2_5_lag_2,PM2_5_lag_3,PM2_5_lag_6,PM2_5_lag_12,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_6,NO2_lag_12,SO2_lag_1,SO2_lag_2,SO2_lag_3,SO2_lag_6,SO2_lag_12,AQI_roll_mean_3,AQI_roll_mean_6,AQI_roll_std_3,PM2_5_roll_mean_3
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2023-11-01,96.0,64.0,35.86830207979346,11.460111151733004,5.539131844085375,11,2023,-0.5000000000000004,0.8660254037844384,38.4,38.4,46.333333333333336,90.74482253013043,121.0,64.0,64.0,77.22222222222223,77.22222222222223,68.0,30.94085805744956,29.577561820111686,29.55466926072707,32.77777777777778,38.544981235656415,11.78740715637866,9.857667153542332,12.029465440482111,16.4,13.59486616291406,5.82037215192764,3.3252513481053163,3.9322604420830616,4.559788422599942,5.284183023468941,41.044444444444444,51.09080375502174,4.580312135571034,30.024363046096102
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2023-12-01,96.0,64.0,32.0,11.460111151733004,5.29829539634932,12,2023,-2.4492935982947064e-16,1.0,96.0,38.4,38.4,46.333333333333336,121.0,64.0,64.0,64.0,77.22222222222223,68.0,35.86830207979346,30.94085805744956,29.577561820111686,29.71503698215724,53.0,11.460111151733004,11.78740715637866,9.857667153542332,12.560768303810477,13.0,5.539131844085375,5.82037215192764,3.3252513481053163,3.9322604420830616,8.0,57.599999999999994,51.96666666666667,33.25537550532245,32.128907319118234
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-01-01,132.0,132.0,38.5,26.0,5.199634451337154,1,2024,0.49999999999999994,0.8660254037844387,96.0,96.0,38.4,46.333333333333336,102.0,64.0,64.0,64.0,77.22222222222223,61.0,32.0,35.86830207979346,30.94085805744956,29.55466926072707,40.0,11.460111151733004,11.460111151733004,11.78740715637866,12.029465440482111,12.0,5.29829539634932,5.539131844085375,5.82037215192764,3.9322604420830616,6.0,76.8,60.24444444444445,33.255375505322455,32.93638671241434
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-02-01,132.0,132.0,45.0,23.0,9.0,2,2024,0.8660254037844386,0.5000000000000001,132.0,96.0,96.0,46.333333333333336,107.0,132.0,64.0,64.0,77.22222222222223,63.0,38.5,32.0,35.86830207979346,29.55466926072707,44.0,26.0,11.460111151733004,11.460111151733004,12.029465440482111,14.0,5.199634451337154,5.29829539634932,5.539131844085375,3.9322604420830616,8.0,108.0,74.52222222222223,20.784609690826528,35.45610069326449
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-03-01,123.0,123.0,21.0,18.0,8.0,3,2024,1.0,6.123233995736766e-17,132.0,132.0,96.0,38.4,115.0,132.0,132.0,64.0,64.0,81.0,45.0,38.5,32.0,29.577561820111686,33.0,23.0,26.0,11.460111151733004,9.857667153542332,14.0,9.0,5.199634451337154,5.29829539634932,3.3252513481053163,7.0,120.0,88.8,20.784609690826528,38.5
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-04-01,98.0,98.0,52.0,22.0,10.0,4,2024,0.8660254037844387,-0.4999999999999998,123.0,132.0,132.0,38.4,90.74482253013043,123.0,132.0,132.0,64.0,79.11111111111111,21.0,45.0,38.5,30.94085805744956,32.888888888888886,18.0,23.0,26.0,11.78740715637866,15.2,8.0,9.0,5.199634451337154,5.82037215192764,4.559788422599942,129.0,102.90000000000002,5.196152422706632,34.833333333333336
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-05-01,106.77262649549505,107.0,51.71428571428572,23.0,7.741376776621235,5,2024,0.49999999999999994,-0.8660254037844387,98.0,123.0,132.0,96.0,90.74482253013043,98.0,123.0,132.0,64.0,77.22222222222223,52.0,21.0,45.0,35.86830207979346,32.77777777777778,22.0,18.0,23.0,11.460111151733004,16.4,10.0,8.0,9.0,5.539131844085375,4.559788422599942,117.66666666666667,112.83333333333333,17.616280348965084,39.333333333333336
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-06-01,106.77262649549505,116.0,51.42857142857143,24.0,6.967348559531119,6,2024,1.2246467991473532e-16,-1.0,106.77262649549505,98.0,123.0,96.0,46.333333333333336,107.0,98.0,123.0,64.0,77.22222222222223,51.71428571428572,52.0,21.0,32.0,29.71503698215724,23.0,22.0,18.0,11.460111151733004,12.560768303810477,7.741376776621235,10.0,8.0,5.29829539634932,3.9322604420830616,109.25754216516502,114.62877108258253,12.683891532728774,41.57142857142858
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-07-01,69.6,116.0,39.571476514291945,18.840381648196896,5.54853445905135,7,2024,-0.4999999999999997,-0.8660254037844388,106.77262649549505,106.77262649549505,98.0,132.0,46.333333333333336,116.0,107.0,98.0,132.0,77.22222222222223,51.42857142857143,51.71428571428572,52.0,38.5,29.55466926072707,24.0,23.0,22.0,26.0,12.029465440482111,6.967348559531119,7.741376776621235,10.0,5.199634451337154,3.9322604420830616,103.84841766366337,116.42420883183168,5.0648782686741285,51.71428571428572
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-08-01,69.6,116.0,44.75875123491821,15.228573679337307,7.615223189308051,8,2024,-0.8660254037844384,-0.5000000000000004,69.6,106.77262649549505,106.77262649549505,132.0,46.333333333333336,116.0,116.0,107.0,132.0,77.22222222222223,39.571476514291945,51.42857142857143,51.71428571428572,45.0,29.55466926072707,18.840381648196896,24.0,23.0,23.0,12.029465440482111,5.54853445905135,6.967348559531119,7.741376776621235,9.0,3.9322604420830616,94.3817509969967,106.02420883183169,21.461625913659486,47.571444552383035
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-09-01,69.6,116.0,44.75875123491821,15.228573679337307,7.615223189308051,9,2024,-1.0,-1.8369701987210297e-16,69.6,69.6,106.77262649549505,123.0,38.4,116.0,116.0,116.0,123.0,64.0,44.75875123491821,39.571476514291945,51.42857142857143,21.0,29.577561820111686,15.228573679337307,18.840381648196896,24.0,18.0,9.857667153542332,7.615223189308051,5.54853445905135,6.967348559531119,8.0,3.3252513481053163,81.99087549849834,95.6242088318317,21.461625913659493,45.25293305926053
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-10-01,161.0,161.0,49.15408327562884,23.30216150846696,9.796965419461316,10,2024,-0.8660254037844386,0.5000000000000001,69.6,69.6,69.6,98.0,38.4,116.0,116.0,116.0,98.0,64.0,44.75875123491821,44.75875123491821,39.571476514291945,52.0,30.94085805744956,15.228573679337307,15.228573679337307,18.840381648196896,22.0,11.78740715637866,7.615223189308051,7.615223189308051,5.54853445905135,10.0,5.82037215192764,69.6,86.72420883183167,0.0,43.029659661376115
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-11-01,161.0,161.0,50.0,29.0,14.0,11,2024,-0.5000000000000004,0.8660254037844384,161.0,69.6,69.6,106.77262649549505,96.0,161.0,116.0,116.0,107.0,64.0,49.15408327562884,44.75875123491821,44.75875123491821,51.71428571428572,35.86830207979346,23.30216150846696,15.228573679337307,15.228573679337307,23.0,11.460111151733004,9.796965419461316,7.615223189308051,7.615223189308051,7.741376776621235,5.539131844085375,100.06666666666666,97.22420883183167,52.7698146039318,46.223861915155084
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2024-12-01,140.46568935889087,131.0,59.0,16.0,10.0,12,2024,-2.4492935982947064e-16,1.0,161.0,161.0,69.6,106.77262649549505,96.0,161.0,161.0,116.0,116.0,64.0,50.0,49.15408327562884,44.75875123491821,51.42857142857143,32.0,29.0,23.30216150846696,15.228573679337307,24.0,11.460111151733004,14.0,9.796965419461316,7.615223189308051,6.967348559531119,5.29829539634932,130.53333333333333,106.26210441591583,52.7698146039318,47.970944836849014
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-01-01,104.0,92.0,51.0,12.0,7.0,1,2025,0.49999999999999994,0.8660254037844387,140.46568935889087,161.0,161.0,69.6,132.0,131.0,161.0,161.0,116.0,132.0,59.0,50.0,49.15408327562884,39.571476514291945,38.5,16.0,29.0,23.30216150846696,18.840381648196896,26.0,10.0,14.0,9.796965419461316,5.54853445905135,5.199634451337154,154.15522978629693,111.87761489314848,11.855489776267753,52.718027758542945
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-02-01,120.0,120.0,58.0,15.0,8.0,2,2025,0.8660254037844386,0.5000000000000001,104.0,140.46568935889087,161.0,69.6,132.0,92.0,131.0,161.0,116.0,132.0,51.0,59.0,50.0,44.75875123491821,45.0,12.0,16.0,29.0,15.228573679337307,23.0,7.0,10.0,14.0,7.615223189308051,9.0,135.15522978629693,117.61094822648181,28.868680878317175,53.333333333333336
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-03-01,93.0,93.0,40.0,13.0,6.0,3,2025,1.0,6.123233995736766e-17,120.0,104.0,140.46568935889087,69.6,123.0,120.0,92.0,131.0,116.0,123.0,58.0,51.0,59.0,44.75875123491821,21.0,15.0,12.0,16.0,15.228573679337307,18.0,8.0,7.0,10.0,7.615223189308051,8.0,121.48856311963029,126.01094822648183,18.2783612565685,56.0
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-04-01,81.81108066483752,83.5,35.5,11.5,4.077987770873727,4,2025,0.8660254037844387,-0.4999999999999998,93.0,120.0,104.0,161.0,98.0,93.0,120.0,92.0,161.0,98.0,40.0,58.0,51.0,49.15408327562884,52.0,13.0,15.0,12.0,23.30216150846696,22.0,6.0,8.0,7.0,9.796965419461316,10.0,105.66666666666667,129.91094822648182,13.576941236277534,49.666666666666664
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-05-01,74.0,74.0,31.0,10.0,5.0,5,2025,0.49999999999999994,-0.8660254037844387,81.81108066483752,93.0,120.0,161.0,106.77262649549505,83.5,93.0,120.0,161.0,107.0,35.5,40.0,58.0,50.0,51.71428571428572,11.5,13.0,15.0,29.0,23.0,4.077987770873727,6.0,8.0,14.0,7.741376776621235,98.2703602216125,116.71279500395474,19.6323944705187,44.5
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-06-01,113.0,113.0,55.0,8.0,3.0,6,2025,1.2246467991473532e-16,-1.0,74.0,81.81108066483752,93.0,140.46568935889087,106.77262649549505,74.0,83.5,93.0,131.0,116.0,31.0,35.5,40.0,59.0,51.42857142857143,10.0,11.5,13.0,16.0,24.0,5.0,4.077987770873727,6.0,10.0,6.967348559531119,82.93702688827916,102.21279500395474,9.549911841140823,35.5
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-07-01,112.0,112.0,54.142857142857146,14.0,6.0,7,2025,-0.4999999999999997,-0.8660254037844388,113.0,74.0,81.81108066483752,104.0,69.6,113.0,74.0,83.5,92.0,116.0,55.0,31.0,35.5,51.0,39.571476514291945,8.0,10.0,11.5,12.0,18.840381648196896,3.0,5.0,4.077987770873727,7.0,5.54853445905135,89.60369355494583,97.63518011080625,20.634767062928326,40.5
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-08-01,118.0,118.0,53.285714285714285,13.666666666666666,6.726191726059878,8,2025,-0.8660254037844384,-0.5000000000000004,112.0,113.0,74.0,120.0,69.6,112.0,113.0,74.0,120.0,116.0,54.142857142857146,55.0,31.0,58.0,44.75875123491821,14.0,8.0,10.0,15.0,15.228573679337307,6.0,3.0,5.0,8.0,7.615223189308051,99.66666666666667,98.96851344413959,22.233608194203054,46.71428571428572
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-09-01,115.47263975268164,116.0,48.0125795381527,13.333333333333334,7.004437724120929,9,2025,-1.0,-1.8369701987210297e-16,118.0,112.0,113.0,93.0,69.6,118.0,112.0,113.0,93.0,116.0,53.285714285714285,54.142857142857146,55.0,40.0,44.75875123491821,13.666666666666666,14.0,8.0,13.0,15.228573679337307,6.726191726059878,6.0,3.0,6.0,7.615223189308051,114.33333333333333,98.63518011080625,3.2145502536642763,54.142857142857146
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-10-01,114.0,114.0,46.77341689758172,13.0,6.931338099970007,10,2025,-0.8660254037844386,0.5000000000000001,115.47263975268164,118.0,112.0,81.81108066483752,161.0,116.0,118.0,112.0,83.5,161.0,48.0125795381527,53.285714285714285,54.142857142857146,35.5,49.15408327562884,13.333333333333334,13.666666666666666,14.0,11.5,23.30216150846696,7.004437724120929,6.726191726059878,6.0,4.077987770873727,9.796965419461316,115.1575465842272,102.38062006958653,3.0123848988143465,51.81371698890805
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-11-01,127.0,127.0,47.62693313221183,17.0,8.16445758763135,11,2025,-0.5000000000000004,0.8660254037844384,114.0,115.47263975268164,118.0,74.0,161.0,114.0,116.0,118.0,74.0,161.0,46.77341689758172,48.0125795381527,53.285714285714285,31.0,50.0,13.0,13.333333333333334,13.666666666666666,10.0,29.0,6.931338099970007,7.004437724120929,6.726191726059878,5.0,14.0,115.82421325089388,107.74543995878027,2.0230429910122085,49.35723690714957
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2025-12-01,136.0,136.0,73.39108883300645,17.0,7.829903691843979,12,2025,-2.4492935982947064e-16,1.0,127.0,114.0,115.47263975268164,113.0,140.46568935889087,127.0,114.0,116.0,113.0,131.0,47.62693313221183,46.77341689758172,48.0125795381527,55.0,59.0,17.0,13.0,13.333333333333334,8.0,16.0,8.16445758763135,6.931338099970007,7.004437724120929,3.0,10.0,118.82421325089388,116.57877329211361,7.118622316532784,47.470976522648755
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2026-01-01,104.0,104.0,48.35295506600739,13.0,6.1190956231957045,1,2026,0.49999999999999994,0.8660254037844387,136.0,127.0,114.0,112.0,104.0,136.0,127.0,114.0,112.0,92.0,73.39108883300645,47.62693313221183,46.77341689758172,54.142857142857146,51.0,17.0,17.0,13.0,14.0,12.0,7.829903691843979,8.16445758763135,6.931338099970007,6.0,7.0,125.66666666666667,120.41210662544694,11.060440015358015,55.93047962093334
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2026-02-01,101.64586100820416,100.71428571428572,43.421405218276135,12.928571428571429,5.5353337065319685,2,2026,0.8660254037844386,0.5000000000000001,104.0,136.0,127.0,118.0,120.0,104.0,136.0,127.0,118.0,120.0,48.35295506600739,73.39108883300645,47.62693313221183,53.285714285714285,58.0,13.0,17.0,17.0,13.666666666666666,15.0,6.1190956231957045,7.829903691843979,8.16445758763135,6.726191726059878,8.0,122.33333333333333,119.07877329211361,16.5025250593154,56.456992343741895
Kashmir,Anantnag,"Anantnag (PM-10, PM-2.5) 1084",2026-03-01,101.64586100820416,97.42857142857144,30.84181106152545,12.857142857142858,3.5995117532400447,3,2026,1.0,6.123233995736766e-17,101.64586100820416,104.0,136.0,115.47263975268164,93.0,100.71428571428572,104.0,136.0,116.0,93.0,43.421405218276135,48.35295506600739,73.39108883300645,48.0125795381527,40.0,12.928571428571429,13.0,17.0,13.333333333333334,13.0,5.5353337065319685,6.1190956231957045,7.829903691843979,7.004437724120929,6.0,113.8819536694014,116.35308346014763,19.190921622216393,55.055149705763334
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-01-01,108.0,65.0,43.0,13.0,7.0,1,2023,0.49999999999999994,0.8660254037844387,109.0,88.66608417398515,80.0,27.0,103.80421674116124,66.0,55.5,45.0,45.0,95.72727272727272,42.0,38.0,34.0,18.0,33.333355323576406,15.0,13.0,11.0,18.0,15.090909090909092,9.0,6.256633498302223,6.0,3.209586733428185,3.6362194186693135,92.55536139132839,68.61101402899753,14.88606254034319,38.0
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-02-01,109.0,74.0,35.0,15.0,9.0,2,2023,0.8660254037844386,0.5000000000000001,108.0,109.0,88.66608417398515,27.0,57.43636363636363,65.0,66.0,55.5,45.0,95.72727272727272,43.0,42.0,38.0,29.43350696932332,28.660975646353226,13.0,15.0,13.0,11.777650447830828,17.838655801713593,7.0,9.0,6.256633498302223,5.211755042662861,3.1814714351396254,101.88869472466172,82.11101402899753,11.462027409282674,41.0
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-03-01,121.0,97.0,23.0,19.0,11.0,3,2023,1.0,6.123233995736766e-17,109.0,108.0,109.0,80.0,57.43636363636363,74.0,65.0,66.0,45.0,95.72727272727272,35.0,43.0,42.0,29.43350696932332,27.245935611891813,15.0,13.0,15.0,11.777650447830828,16.35974384221375,9.0,7.0,9.0,5.211755042662861,3.030356886375052,108.66666666666667,95.77768069566419,0.5773502691895509,40.0
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-04-01,96.64802024753732,91.625,26.5,17.875,3.128532545625872,4,2023,0.8660254037844387,-0.4999999999999998,121.0,109.0,108.0,80.0,57.43636363636363,97.0,74.0,65.0,45.0,95.72727272727272,23.0,35.0,43.0,34.0,27.245935611891813,19.0,15.0,13.0,11.0,16.35974384221375,11.0,9.0,7.0,6.0,3.030356886375052,112.66666666666667,102.61101402899753,7.234178138070227,33.666666666666664
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-05-01,96.64802024753732,86.25,30.0,16.75,3.030356886375052,5,2023,0.49999999999999994,-0.8660254037844387,96.64802024753732,121.0,109.0,88.66608417398515,57.43636363636363,91.625,97.0,74.0,55.5,95.72727272727272,26.5,23.0,35.0,38.0,27.245935611891813,17.875,19.0,15.0,13.0,16.35974384221375,3.128532545625872,11.0,9.0,6.256633498302223,3.030356886375052,108.88267341584577,105.38568407025373,12.17641382393026,28.16666666666667
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-06-01,51.75,86.25,32.99920188168114,15.5253028439602,3.623796294796823,6,2023,1.2246467991473532e-16,-1.0,96.64802024753732,96.64802024753732,121.0,109.0,27.0,86.25,91.625,97.0,66.0,45.0,30.0,26.5,23.0,42.0,18.0,16.75,17.875,19.0,15.0,18.0,3.030356886375052,3.128532545625872,11.0,9.0,3.601708579790956,104.76534683169155,106.7160067491791,14.059622065384639,26.500000000000004
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-07-01,51.75,86.25,34.53172172784067,14.75155019251247,4.068826163558235,7,2023,-0.4999999999999997,-0.8660254037844388,51.75,96.64802024753732,96.64802024753732,108.0,27.0,86.25,86.25,91.625,65.0,45.0,32.99920188168114,30.0,26.5,43.0,18.0,15.5253028439602,16.75,17.875,13.0,18.0,3.623796294796823,3.030356886375052,3.128532545625872,7.0,3.209586733428185,81.68201349835822,97.17434008251244,25.92188407599694,29.83306729389372
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-08-01,51.75,86.25,34.53172172784067,14.75155019251247,4.068826163558235,8,2023,-0.8660254037844384,-0.5000000000000004,51.75,51.75,96.64802024753732,109.0,27.0,86.25,86.25,86.25,74.0,45.0,34.53172172784067,32.99920188168114,30.0,35.0,29.43350696932332,14.75155019251247,15.5253028439602,16.75,15.0,11.777650447830828,4.068826163558235,3.623796294796823,3.030356886375052,9.0,5.211755042662861,66.7160067491791,87.79934008251244,25.92188407599694,32.51030786984061
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-09-01,32.4,54.0,30.129265948223445,9.23410712798914,3.207975935753772,9,2023,-1.0,-1.8369701987210297e-16,51.75,51.75,51.75,121.0,80.0,86.25,86.25,86.25,97.0,45.0,34.53172172784067,34.53172172784067,32.99920188168114,23.0,29.43350696932332,14.75155019251247,14.75155019251247,15.5253028439602,19.0,11.777650447830828,4.068826163558235,4.068826163558235,3.623796294796823,11.0,5.211755042662861,51.75,78.25767341584577,0.0,34.02088177912083
Kashmir,Srinagar,"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",2023-10-01,105.0,54.0,26.56839817218463,11.572017609528965,4.435730855160613,10,2023,-0.8660254037844386,0.5000000000000001,32.4,51.75,51.75,96.64802024753732,80.0,54.0,86.25,86.25,91.625,45.0,30.129265948223445,34.53172172784067,34.53172172784067,26.5,34.0,9.23410712798914,14.75155019251247,14.75155019251247,17.875,11.0,3.207975935753772,4.068826163558235,4.068826163558235,3.128532545625872,6.0,45.300000000000004,63.4910067491791,11.171727708819258,33.064236467968264
