Region,District,Station,Date,AQI,PM10,PM2_5,NO2,SO2
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Sep/2022,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Oct/2022,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Nov/2022,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Dec/2022,66,66,30,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jan/2023,69,69,35,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Feb/2023,164,,164,34,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Mar/2023,85,78,62,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Apr/2023,71,,71,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,May/2023,87,87,68,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jun/2023,86,83,75,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jul/2023,93,78,88,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Aug/2023,76,76,36,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Sep/2023,76,76,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Oct/2023,79,79,43,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Nov/2023,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Dec/2023,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jan/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Feb/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Mar/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Apr/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,May/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jun/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jul/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Aug/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Sep/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Oct/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Nov/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Dec/2024,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jan/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Feb/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Mar/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Apr/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,May/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jun/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jul/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Aug/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Sep/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Oct/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Nov/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Dec/2025,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Jan/2026,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Feb/2026,,,,,
Jammu,Rajouri,Rajoiuri PCC Office Near Panja Chowk 1073,Mar/2026,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jan/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Feb/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Mar/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Apr/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,May/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jun/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jul/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Aug/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Sep/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Oct/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Nov/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Dec/2022,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jan/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Feb/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Mar/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Apr/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,May/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jun/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jul/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Aug/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Sep/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Oct/2023,,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Nov/2023,78,78,30,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Dec/2023,71,71,34,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jan/2024,78,78,30,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Feb/2024,77,77,25,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Mar/2024,77,77,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Apr/2024,75,75,32,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,May/2024,75,75,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jun/2024,82,82,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jul/2024,75,75,32,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Aug/2024,77,77,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Sep/2024,77,77,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Oct/2024,78,78,27,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Nov/2024,79,79,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Dec/2024,79,79,41,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jan/2025,78,78,28,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Feb/2025,79,79,27,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Mar/2025,75,75,26,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Apr/2025,78,78,25,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,May/2025,86,86,41,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jun/2025,86,86,41,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jul/2025,78,78,29,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Aug/2025,76,76,27,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Sep/2025,79,79,26,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Oct/2025,75,75,27,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Nov/2025,76,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Dec/2025,86,,,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Jan/2026,88,88,41,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Feb/2026,76,76,27,,
Jammu,Rajouri,Rajouri PCC Office Near Panja Chowk 1073,Mar/2026,,,,,
Jammu,Ramban,Ramban PCC Office 1064,Jan/2022,102,102,,,
Jammu,Ramban,Ramban PCC Office 1064,Feb/2022,139,139,29,,
Jammu,Ramban,Ramban PCC Office 1064,Mar/2022,149,149,,,
Jammu,Ramban,Ramban PCC Office 1064,Apr/2022,,,,,
Jammu,Ramban,Ramban PCC Office 1064,May/2022,,,,,
Jammu,Ramban,Ramban PCC Office 1064,Jun/2022,,,,,
Jammu,Ramban,Ramban PCC Office 1064,Jul/2022,79,79,,,
Jammu,Ramban,Ramban PCC Office 1064,Aug/2022,106,106,,,
Jammu,Ramban,Ramban PCC Office 1064,Sep/2022,87,87,,,
Jammu,Ramban,Ramban PCC Office 1064,Oct/2022,,,,,
Jammu,Ramban,Ramban PCC Office 1064,Nov/2022,,80,,,
Jammu,Ramban,Ramban PCC Office 1064,Dec/2022,,,,,
Jammu,Ramban,Ramban PCC Office 1064,Jan/2023,78,78,,,
Jammu,Ramban,Ramban PCC Office 1064,Feb/2023,61,61,,,
Jammu,Ramban,Ramban PCC Office 1064,Mar/2023,50,50,,,
Jammu,Ramban,Ramban PCC Office 1064,Apr/2023,52,52,,,
Jammu,Ramban,Ramban PCC Office 1064,May/2023,56,56,,,
Jammu,Ramban,Ramban PCC Office 1064,Jun/2023,56,56,,,
Jammu,Ramban,Ramban PCC Office 1064,Jul/2023,54,54,,,
Jammu,Ramban,Ramban PCC Office 1064,Aug/2023,50,50,,,
Jammu,Ramban,Ramban PCC Office 1064,Sep/2023,45,45,,,
Jammu,Ramban,Ramban PCC Office 1064,Oct/2023,46,46,,,
Jammu,Ramban,Ramban PCC Office 1064,Nov/2023,46,,,,
Jammu,Ramban,Ramban PCC Office 1064,Dec/2023,48,,,,
Jammu,Ramban,Ramban PCC Office 1064,Jan/2024,47,47,,,
Jammu,Ramban,Ramban PCC Office 1064,Feb/2024,48,48,,,
Jammu,Ramban,Ramban PCC Office 1064,Mar/2024,43,43,,,
Jammu,Ramban,Ramban PCC Office 1064,Apr/2024,46,46,,,
Jammu,Ramban,Ramban PCC Office 1064,May/2024,47,47,,,
Jammu,Ramban,Ramban PCC Office 1064,Jun/2024,51,51,,,
Jammu,Ramban,Ramban PCC Office 1064,Jul/2024,42,42,,,
Jammu,Ramban,Ramban PCC Office 1064,Aug/2024,42,42,,,
Jammu,Ramban,Ramban PCC Office 1064,Sep/2024,48,48,,,
Jammu,Ramban,Ramban PCC Office 1064,Oct/2024,48,48,,,
Jammu,Ramban,Ramban PCC Office 1064,Nov/2024,53,53,,,
Jammu,Ramban,Ramban PCC Office 1064,Dec/2024,57,,,,
Jammu,Ramban,Ramban PCC Office 1064,Jan/2025,56,39,27,,
Jammu,Ramban,Ramban PCC Office 1064,Feb/2025,56,35,56,,
Jammu,Ramban,Ramban PCC Office 1064,Mar/2025,51,47,41,,
Jammu,Ramban,Ramban PCC Office 1064,Apr/2025,56,56,45,,
Jammu,Ramban,Ramban PCC Office 1064,May/2025,44,44,37,,
Jammu,Ramban,Ramban PCC Office 1064,Jun/2025,50,49,43,,
Jammu,Ramban,Ramban PCC Office 1064,Jul/2025,49,49,39,,
Jammu,Ramban,Ramban PCC Office 1064,Aug/2025,49,49,42,,
Jammu,Ramban,Ramban PCC Office 1064,Sep/2025,47,47,35,,
Jammu,Ramban,Ramban PCC Office 1064,Oct/2025,57,57,39,,
Jammu,Ramban,Ramban PCC Office 1064,Nov/2025,50,50,42,,
Jammu,Ramban,Ramban PCC Office 1064,Dec/2025,48,48,42,,
Jammu,Ramban,Ramban PCC Office 1064,Jan/2026,56,56,47,,
Jammu,Ramban,Ramban PCC Office 1064,Feb/2026,52,51,45,,
Jammu,Ramban,Ramban PCC Office 1064,Mar/2026,,,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jan/2022,52,52,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Feb/2022,54,54,27,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Mar/2022,49,49,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Apr/2022,,,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,May/2022,,,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jun/2022,,,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jul/2022,41,41,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Aug/2022,39,39,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Sep/2022,45,45,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Oct/2022,62,52,29,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Nov/2022,,59,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Dec/2022,,64,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jan/2023,67,67,37,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Feb/2023,74,66,72,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Mar/2023,62,62,37,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Apr/2023,60,60,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,May/2023,46,28,37,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jun/2023,38,,38,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jul/2023,30,,30,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Aug/2023,33,,33,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Sep/2023,59,59,47,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Oct/2023,56,56,42,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Nov/2023,61,60,53,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Dec/2023,59,59,39,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jan/2024,61,61,41,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Feb/2024,59,59,44,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Mar/2024,60,60,45,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Apr/2024,60,60,46,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,May/2024,63,63,48,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jun/2024,66,66,38,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jul/2024,61,61,39,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Aug/2024,66,66,19,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Sep/2024,65,65,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Oct/2024,65,65,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Nov/2024,62,62,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Dec/2024,,55,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jan/2025,59,59,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Feb/2025,57,57,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Mar/2025,65,60,59,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Apr/2025,61,61,50,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,May/2025,63,63,50,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jun/2025,67,67,40,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jul/2025,62,62,47,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Aug/2025,64,64,48,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Sep/2025,63,63,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Oct/2025,64,64,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Nov/2025,,,,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Dec/2025,,63,49,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Jan/2026,64,64,50,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Feb/2026,67,67,43,,
Jammu,Reasi,Reasi PCC Office Building Mini Secretariat 1067,Mar/2026,,,,,
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Jan/2022,134,134,46,26,2
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Feb/2022,178,178,64,28,5
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Mar/2022,166,166,60,26,5
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Apr/2022,178,178,61,29,3
Jammu,Jammu,Samba BariBrahmna Industrial area 507,May/2022,182,182,73,34,4
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Jun/2022,207,207,78,38,4
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Jul/2022,138,138,52,28,4
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Aug/2022,143,143,43,25,3
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Sep/2022,124,124,13,25,3
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Oct/2022,145,145,,,3
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Nov/2022,,161,,,2
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Dec/2022,,120,,,
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Jan/2023,131,131,56,29,3
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Feb/2023,120,120,16,,
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Mar/2023,128,128,,24,2
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Apr/2023,124,124,20,25,3
Jammu,Jammu,Samba BariBrahmna Industrial area 507,May/2023,113,113,34,,
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Jun/2023,111,111,40,24,4
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Jul/2023,102,102,34,18,2
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Aug/2023,102,102,22,24,4
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Sep/2023,95,95,8,23,4
Jammu,Jammu,Samba BariBrahmna Industrial area 507,Oct/2023,94,94,,,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Nov/2023,103,103,36,24,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Dec/2023,104,104,42,20,3
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jan/2024,117,117,40,26,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Feb/2024,111,111,36,19,3
Jammu,Samba,Samba BariBrahmna Industrial area 507,Mar/2024,123,123,40,24,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Apr/2024,127,116,48,16,2
Jammu,Samba,Samba BariBrahmna Industrial area 507,May/2024,117,117,39,26,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jun/2024,118,118,39,25,5
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jul/2024,101,101,16,16,3
Jammu,Samba,Samba BariBrahmna Industrial area 507,Aug/2024,85,85,,15,2
Jammu,Samba,Samba BariBrahmna Industrial area 507,Sep/2024,93,93,31,,
Jammu,Samba,Samba BariBrahmna Industrial area 507,Oct/2024,117,117,39,13,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Nov/2024,,140,47,36,6
Jammu,Samba,Samba BariBrahmna Industrial area 507,Dec/2024,,174,73,21,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jan/2025,186,186,109,34,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Feb/2025,190,141,140,27,3
Jammu,Samba,Samba BariBrahmna Industrial area 507,Mar/2025,115,115,55,36,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Apr/2025,128,128,72,38,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,May/2025,125,125,70,,
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jun/2025,113,113,59,,
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jul/2025,86,86,29,23,2
Jammu,Samba,Samba BariBrahmna Industrial area 507,Aug/2025,97,97,33,24,2
Jammu,Samba,Samba BariBrahmna Industrial area 507,Sep/2025,91,91,,21,2
Jammu,Samba,Samba BariBrahmna Industrial area 507,Oct/2025,108,108,45,28,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Nov/2025,,,7,39,3
Jammu,Samba,Samba BariBrahmna Industrial area 507,Dec/2025,,,86,43,5
Jammu,Samba,Samba BariBrahmna Industrial area 507,Jan/2026,163,163,104,49,5
Jammu,Samba,Samba BariBrahmna Industrial area 507,Feb/2026,146,146,86,45,4
Jammu,Samba,Samba BariBrahmna Industrial area 507,Mar/2026,,,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jan/2022,169,159,112,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Feb/2022,158,158,79,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Mar/2022,161,161,55,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Apr/2022,164,164,53,,
Jammu,Samba,Samba PCC Office Phase -1 1066,May/2022,142,142,66,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jun/2022,134,134,72,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jul/2022,107,107,62,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Aug/2022,78,78,33,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Sep/2022,91,91,56,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Oct/2022,94,94,53,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Nov/2022,,94,39,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Dec/2022,,,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jan/2023,91,91,36,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Feb/2023,92,92,35,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Mar/2023,96,96,32,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Apr/2023,93,93,35,,
Jammu,Samba,Samba PCC Office Phase -1 1066,May/2023,83,83,33,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jun/2023,87,87,31,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jul/2023,93,93,28,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Aug/2023,97,97,29,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Sep/2023,96,96,35,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Oct/2023,100,100,38,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Nov/2023,103,103,29,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Dec/2023,,95,35,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jan/2024,99,99,41,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Feb/2024,117,117,51,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Mar/2024,125,125,55,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Apr/2024,129,129,39,,
Jammu,Samba,Samba PCC Office Phase -1 1066,May/2024,130,130,49,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jun/2024,123,123,45,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jul/2024,117,117,46,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Aug/2024,115,115,34,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Sep/2024,111,111,35,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Oct/2024,111,111,32,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Nov/2024,159,159,46,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Dec/2024,,,54,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jan/2025,187,187,50,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Feb/2025,175,175,44,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Mar/2025,167,167,59,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Apr/2025,155,155,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,May/2025,128,128,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jun/2025,119,119,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Jul/2025,132,132,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Aug/2025,94,94,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Sep/2025,99,99,,,
Jammu,Samba,Samba PCC Office Phase -1 1066,Oct/2025,103,103,,9,2
Jammu,Samba,Samba PCC Office Phase -1 1066,Nov/2025,128,128,,14,4
Jammu,Samba,Samba PCC Office Phase -1 1066,Dec/2025,116,116,54,14,4
Jammu,Samba,Samba PCC Office Phase -1 1066,Jan/2026,103,103,26,17,4
Jammu,Samba,Samba PCC Office Phase -1 1066,Feb/2026,90,90,44,28,6
Jammu,Samba,Samba PCC Office Phase -1 1066,Mar/2026,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Jan/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Feb/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Mar/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Apr/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",May/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Jun/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Jul/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Aug/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Sep/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Oct/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Nov/2022,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Dec/2022,113,68,44,11,6
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Jan/2023,105,64,40,10,5
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Feb/2023,104,65,39,12,7
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Mar/2023,99,43,56,7,3
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",Apr/2023,,,,,
Kashmir,Shopian,"Shopian Bongam  (PM-10, PM-2.5) 1080",May/2023,,,,,
