Station,PM10,AQI,NO2,District,PM2_5,SO2,Date,Region
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",64.0,112.0,16.0,Srinagar,35.0,7.0,3991-05-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",45.0,75.0,11.0,Srinagar,34.0,6.0,3991-06-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",45.0,86.0,11.0,Srinagar,34.0,6.0,3991-07-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",45.0,79.0,11.0,Srinagar,34.0,6.0,3991-08-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",45.0,86.0,11.0,Srinagar,34.0,6.0,3991-09-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",45.0,80.0,11.0,Srinagar,34.0,6.0,3991-10-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",56.0,64.0,13.0,Srinagar,38.0,8.0,3991-11-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",66.0,109.0,15.0,Srinagar,42.0,9.0,3991-12-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",65.0,108.0,13.0,Srinagar,43.0,7.0,3992-01-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",74.0,109.0,15.0,Srinagar,35.0,9.0,3992-02-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",97.0,121.0,19.0,Srinagar,23.0,11.0,3992-03-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",92.0,125.0,18.0,Srinagar,26.0,10.0,3992-04-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",86.0,102.0,17.0,Srinagar,30.0,9.0,3992-05-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",81.0,118.0,16.0,Srinagar,33.0,8.0,3992-06-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",75.0,129.0,14.0,Srinagar,37.0,7.0,3992-07-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",70.0,101.0,13.0,Srinagar,40.0,7.0,3992-08-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",65.0,90.0,12.0,Srinagar,44.0,6.0,3992-09-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",59.0,92.0,11.0,Srinagar,48.0,5.0,3992-10-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",54.0,105.0,10.0,Srinagar,51.0,4.0,3992-11-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",72.0,104.0,19.0,Srinagar,31.0,2.0,3992-12-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",138.0,138.0,28.0,Srinagar,47.0,1.0,3993-01-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",133.0,133.0,27.0,Srinagar,63.0,15.0,3993-02-01,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",82.0,82.0,15.0,Srinagar,54.0,10.0,3993-03-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",102.0,102.0,23.0,Srinagar,93.0,11.0,3993-04-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",108.0,126.0,22.0,Srinagar,93.0,10.0,3993-05-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",113.0,117.0,22.0,Srinagar,93.0,9.0,3993-06-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",113.0,108.0,22.0,Srinagar,93.0,9.0,3993-07-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",125.0,142.0,22.0,Srinagar,93.0,9.0,3993-08-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",130.0,126.0,20.0,Srinagar,92.0,6.0,3993-09-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",136.0,136.0,20.0,Srinagar,92.0,5.0,3993-10-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",150.0,150.0,19.0,Srinagar,92.0,4.0,3993-11-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",118.0,92.0,18.0,Srinagar,92.0,6.0,3993-12-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",118.0,118.0,18.0,Srinagar,92.0,14.0,3994-01-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",116.0,116.0,16.0,Srinagar,99.0,12.0,3994-02-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",77.0,77.0,21.0,Srinagar,93.0,13.0,3994-03-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",87.0,87.0,19.0,Srinagar,88.0,11.0,3994-04-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",83.0,99.0,17.0,Srinagar,82.0,10.0,3994-05-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",80.0,86.0,15.0,Srinagar,76.0,8.0,3994-06-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",76.0,88.0,13.0,Srinagar,70.0,7.0,3994-07-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",72.0,72.0,11.0,Srinagar,64.0,5.0,3994-08-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",68.0,68.0,14.0,Srinagar,59.0,5.0,3994-09-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",62.0,71.0,17.0,Srinagar,53.0,5.0,3994-10-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",82.0,80.0,21.0,Srinagar,80.0,5.0,3994-11-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",102.0,92.0,24.0,Srinagar,80.0,5.0,3994-12-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",122.0,122.0,27.0,Srinagar,80.0,5.0,3995-01-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",119.0,119.0,25.0,Srinagar,80.0,5.0,3995-02-02,Kashmir
"Bagh-Ali Mardan Khan (PM-10, PM-2.5) 1077",119.0,105.0,25.0,Srinagar,80.0,5.0,3995-03-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),106.0,84.0,19.0,Srinagar,84.0,7.0,3991-01-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),103.0,66.0,16.0,Srinagar,66.0,7.0,3991-02-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),131.0,93.0,22.0,Srinagar,93.0,9.0,3991-03-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),126.0,89.0,22.0,Srinagar,89.0,9.0,3991-04-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),106.0,89.0,16.0,Srinagar,89.0,7.0,3991-05-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),103.0,89.0,18.0,Srinagar,89.0,8.0,3991-06-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),105.0,86.0,20.0,Srinagar,86.0,8.0,3991-07-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),90.0,88.0,20.0,Srinagar,88.0,10.0,3991-08-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),71.0,79.0,14.0,Srinagar,79.0,6.0,3991-09-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),96.0,87.0,21.0,Srinagar,87.0,7.0,3991-10-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),80.0,80.0,16.0,Srinagar,80.0,5.0,3991-11-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),76.0,78.0,17.0,Srinagar,78.0,9.0,3991-12-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),57.0,82.0,11.0,Srinagar,82.0,6.0,3992-01-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),119.0,116.0,25.0,Srinagar,116.0,14.0,3992-02-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),96.0,106.0,17.0,Srinagar,106.0,9.0,3992-03-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),67.0,81.0,14.0,Srinagar,81.0,7.0,3992-04-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),91.0,95.0,19.0,Srinagar,95.0,9.0,3992-05-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),92.0,93.0,21.0,Srinagar,93.0,11.0,3992-06-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),87.0,90.0,19.0,Srinagar,90.0,10.0,3992-07-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),94.0,87.0,21.0,Srinagar,87.0,9.0,3992-08-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),88.0,88.0,18.0,Srinagar,88.0,8.0,3992-09-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),118.0,104.0,22.0,Srinagar,104.0,10.0,3992-10-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),125.0,111.0,20.0,Srinagar,111.0,9.0,3992-11-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),124.0,119.0,18.0,Srinagar,119.0,7.0,3992-12-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),123.0,114.0,22.0,Srinagar,114.0,9.0,3993-01-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),117.0,108.0,24.0,Srinagar,108.0,12.0,3993-02-01,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),107.0,108.0,23.0,Srinagar,108.0,12.0,3993-03-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),101.0,98.0,22.0,Srinagar,98.0,11.0,3993-04-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),103.0,92.0,21.0,Srinagar,92.0,10.0,3993-05-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),118.0,87.0,21.0,Srinagar,87.0,10.0,3993-06-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),117.0,93.0,20.0,Srinagar,93.0,9.0,3993-07-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),122.0,93.0,19.0,Srinagar,93.0,9.0,3993-08-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),111.0,95.0,19.0,Srinagar,95.0,11.0,3993-09-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),114.0,94.0,18.0,Srinagar,94.0,10.0,3993-10-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),117.0,90.0,17.0,Srinagar,90.0,8.0,3993-11-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),115.0,87.0,15.0,Srinagar,87.0,6.0,3993-12-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),107.0,90.0,17.0,Srinagar,90.0,9.0,3994-01-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),72.0,86.0,16.0,Srinagar,86.0,6.0,3994-02-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),81.0,89.0,17.0,Srinagar,89.0,9.0,3994-03-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),88.0,85.0,18.0,Srinagar,85.0,11.0,3994-04-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),87.0,87.0,18.0,Srinagar,87.0,10.0,3994-05-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),85.0,88.0,14.0,Srinagar,88.0,7.0,3994-06-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),79.0,86.0,13.0,Srinagar,86.0,7.0,3994-07-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),77.0,73.0,12.0,Srinagar,73.0,5.0,3994-08-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),77.0,66.0,15.0,Srinagar,66.0,6.0,3994-09-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),60.0,67.0,15.0,Srinagar,67.0,5.0,3994-10-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),86.0,74.0,21.0,Srinagar,74.0,4.0,3994-11-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),108.0,84.0,22.0,Srinagar,84.0,5.0,3994-12-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),119.0,115.0,24.0,Srinagar,115.0,8.0,3995-01-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),108.0,76.0,31.0,Srinagar,76.0,5.0,3995-02-02,Kashmir
Dalgate Boulvard Srinagar (PM-2.5),95.0,76.0,26.0,Srinagar,76.0,5.0,3995-03-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",111.0,93.0,10.0,Srinagar,34.0,7.0,3991-01-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",77.0,81.0,16.0,Srinagar,50.0,8.0,3991-02-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",100.0,123.0,18.0,Srinagar,50.0,10.0,3991-03-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",114.0,135.0,12.0,Srinagar,49.0,5.0,3991-04-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",64.0,93.0,16.0,Srinagar,35.0,11.0,3991-05-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",44.0,79.0,12.0,Srinagar,32.0,6.0,3991-06-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",44.0,105.0,12.0,Srinagar,32.0,6.0,3991-07-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",44.0,96.0,12.0,Srinagar,32.0,6.0,3991-08-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",44.0,96.0,12.0,Srinagar,32.0,6.0,3991-09-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",44.0,76.0,12.0,Srinagar,32.0,6.0,3991-10-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",57.0,103.0,12.0,Srinagar,36.0,7.0,3991-11-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",70.0,112.0,13.0,Srinagar,41.0,8.0,3991-12-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",59.0,97.0,14.0,Srinagar,37.0,8.0,3992-01-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",58.0,91.0,12.0,Srinagar,32.0,8.0,3992-02-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",80.0,128.0,17.0,Srinagar,48.0,10.0,3992-03-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",77.0,107.0,16.0,Srinagar,49.0,9.0,3992-04-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",74.0,58.0,16.0,Srinagar,50.0,9.0,3992-05-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",71.0,93.0,15.0,Srinagar,51.0,8.0,3992-06-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",68.0,105.0,14.0,Srinagar,52.0,8.0,3992-07-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",64.0,104.0,13.0,Srinagar,53.0,7.0,3992-08-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",61.0,94.0,12.0,Srinagar,54.0,6.0,3992-09-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",58.0,110.0,12.0,Srinagar,55.0,6.0,3992-10-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",55.0,111.0,11.0,Srinagar,56.0,5.0,3992-11-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",90.0,121.0,16.0,Srinagar,39.0,3.0,3992-12-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",124.0,124.0,21.0,Srinagar,50.0,1.0,3993-01-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",119.0,119.0,27.0,Srinagar,60.0,15.0,3993-02-01,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",126.0,126.0,24.0,Srinagar,85.0,13.0,3993-03-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",125.0,125.0,23.0,Srinagar,90.0,14.0,3993-04-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",125.0,134.0,21.0,Srinagar,84.0,13.0,3993-05-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",126.0,120.0,19.0,Srinagar,78.0,13.0,3993-06-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",126.0,106.0,19.0,Srinagar,71.0,13.0,3993-07-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",126.0,115.0,19.0,Srinagar,65.0,13.0,3993-08-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",127.0,59.0,14.0,Srinagar,59.0,10.0,3993-09-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",127.0,110.0,12.0,Srinagar,34.0,10.0,3993-10-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",127.0,118.0,10.0,Srinagar,9.0,9.0,3993-11-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",128.0,127.0,13.0,Srinagar,42.0,8.0,3993-12-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",128.0,128.0,13.0,Srinagar,52.0,7.0,3994-01-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",132.0,132.0,19.0,Srinagar,67.0,11.0,3994-02-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",116.0,116.0,11.0,Srinagar,48.0,7.0,3994-03-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",114.0,106.0,16.0,Srinagar,47.0,10.0,3994-04-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",113.0,113.0,20.0,Srinagar,46.0,12.0,3994-05-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",110.0,110.0,13.0,Srinagar,35.0,5.0,3994-06-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",111.0,111.0,12.0,Srinagar,18.0,6.0,3994-07-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",99.0,111.0,7.0,Srinagar,48.0,3.0,3994-08-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",116.0,116.0,10.0,Srinagar,28.0,5.0,3994-09-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",114.0,114.0,17.0,Srinagar,22.0,5.0,3994-10-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",107.0,146.0,20.0,Srinagar,22.0,5.0,3994-11-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",116.0,128.0,23.0,Srinagar,22.0,5.0,3994-12-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",107.0,107.0,23.0,Srinagar,39.0,5.0,3995-01-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",111.0,111.0,26.0,Srinagar,36.0,5.0,3995-02-02,Kashmir
"Hokersar Wildlife Office (PM-10, PM-2.5) 1076",111.0,120.0,26.0,Srinagar,36.0,5.0,3995-03-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),106.0,84.0,19.0,Srinagar,84.0,7.0,3991-01-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),100.0,63.0,15.0,Srinagar,63.0,7.0,3991-02-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),116.0,91.0,20.0,Srinagar,91.0,9.0,3991-03-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),126.0,89.0,22.0,Srinagar,89.0,9.0,3991-04-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),114.0,92.0,20.0,Srinagar,92.0,8.0,3991-05-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),103.0,92.0,18.0,Srinagar,92.0,8.0,3991-06-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),111.0,87.0,22.0,Srinagar,87.0,9.0,3991-07-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),66.0,75.0,14.0,Srinagar,75.0,7.0,3991-08-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),77.0,77.0,16.0,Srinagar,77.0,6.0,3991-09-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),96.0,87.0,21.0,Srinagar,87.0,7.0,3991-10-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),90.0,83.0,20.0,Srinagar,83.0,8.0,3991-11-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),77.0,79.0,18.0,Srinagar,79.0,9.0,3991-12-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),57.0,80.0,15.0,Srinagar,80.0,8.0,3992-01-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),120.0,116.0,25.0,Srinagar,116.0,15.0,3992-02-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),97.0,103.0,17.0,Srinagar,103.0,9.0,3992-03-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),85.0,99.0,18.0,Srinagar,99.0,8.0,3992-04-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),79.0,75.0,14.0,Srinagar,75.0,7.0,3992-05-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),85.0,80.0,21.0,Srinagar,80.0,11.0,3992-06-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),63.0,73.0,13.0,Srinagar,73.0,6.0,3992-07-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),63.0,73.0,13.0,Srinagar,73.0,5.0,3992-08-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),67.0,63.0,17.0,Srinagar,63.0,7.0,3992-09-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),67.0,78.0,16.0,Srinagar,78.0,8.0,3992-10-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),85.0,93.0,15.0,Srinagar,78.0,7.0,3992-11-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),80.0,91.0,21.0,Srinagar,78.0,10.0,3992-12-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),100.0,89.0,20.0,Srinagar,78.0,10.0,3993-01-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),111.0,89.0,24.0,Srinagar,78.0,12.0,3993-02-01,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),91.0,89.0,19.0,Srinagar,79.0,9.0,3993-03-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),89.0,83.0,20.0,Srinagar,79.0,9.0,3993-04-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),96.0,81.0,19.0,Srinagar,79.0,9.0,3993-05-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),95.0,79.0,17.0,Srinagar,79.0,8.0,3993-06-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),116.0,82.0,19.0,Srinagar,82.0,9.0,3993-07-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),96.0,77.0,19.0,Srinagar,77.0,12.0,3993-08-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),75.0,73.0,13.0,Srinagar,73.0,10.0,3993-09-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),83.0,72.0,13.0,Srinagar,72.0,9.0,3993-10-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),88.0,71.0,14.0,Srinagar,84.0,7.0,3993-11-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),94.0,70.0,14.0,Srinagar,76.0,5.0,3993-12-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),80.0,69.0,12.0,Srinagar,69.0,4.0,3994-01-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),71.0,72.0,15.0,Srinagar,72.0,5.0,3994-02-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),73.0,76.0,18.0,Srinagar,76.0,8.0,3994-03-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),78.0,70.0,10.0,Srinagar,70.0,5.0,3994-04-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),68.0,69.0,13.0,Srinagar,69.0,6.0,3994-05-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),87.0,75.0,15.0,Srinagar,75.0,6.0,3994-06-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),78.0,72.0,12.0,Srinagar,72.0,6.0,3994-07-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),79.0,75.0,12.0,Srinagar,75.0,5.0,3994-08-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),71.0,65.0,13.0,Srinagar,65.0,5.0,3994-09-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),60.0,63.0,15.0,Srinagar,63.0,3.0,3994-10-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),78.0,66.0,21.0,Srinagar,66.0,3.0,3994-11-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),101.0,77.0,24.0,Srinagar,77.0,5.0,3994-12-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),111.0,83.0,25.0,Srinagar,83.0,5.0,3995-01-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),109.0,85.0,30.0,Srinagar,85.0,6.0,3995-02-02,Kashmir
Hyderpora (Paraypora) Srinagar (PM-2.5),107.0,85.0,27.0,Srinagar,85.0,8.0,3995-03-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",48.0,81.0,13.0,Srinagar,32.0,5.0,3991-01-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",71.0,96.0,12.0,Srinagar,25.0,6.0,3991-02-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",80.0,96.0,22.0,Srinagar,16.0,8.0,3991-03-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",42.0,71.0,14.0,Srinagar,28.0,7.0,3991-04-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",46.0,78.0,15.0,Srinagar,32.0,5.0,3991-05-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",53.0,77.0,15.0,Srinagar,23.0,5.0,3991-06-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",67.0,87.0,16.0,Srinagar,20.0,8.0,3991-07-02,Kashmir
"J&K PCC Rajbagh Srinagar (PM-10, PM-2.5) 910",46.0,77.0,12.0,Srinagar,29.0,6.0,3991-08-02,Kashmir
