Station,PM10,AQI,NO2,District,PM2_5,SO2,Date,Region
Samba BariBrahmna Industrial area 507,94.0,94.0,24.0,Jammu,22.0,4.0,3992-10-01,Jammu
Samba BariBrahmna Industrial area 507,103.0,103.0,24.0,Jammu,36.0,4.0,3992-11-01,Jammu
Samba BariBrahmna Industrial area 507,104.0,104.0,20.0,Jammu,42.0,3.0,3992-12-01,Jammu
Samba BariBrahmna Industrial area 507,117.0,117.0,26.0,Jammu,40.0,4.0,3993-01-01,Jammu
Samba BariBrahmna Industrial area 507,111.0,111.0,19.0,Jammu,36.0,3.0,3993-02-01,Jammu
Samba BariBrahmna Industrial area 507,123.0,123.0,24.0,Jammu,40.0,4.0,3993-03-02,Jammu
Samba BariBrahmna Industrial area 507,116.0,127.0,16.0,Jammu,48.0,2.0,3993-04-02,Jammu
Samba BariBrahmna Industrial area 507,117.0,117.0,26.0,Jammu,39.0,4.0,3993-05-02,Jammu
Samba BariBrahmna Industrial area 507,118.0,118.0,25.0,Jammu,39.0,5.0,3993-06-02,Jammu
Samba BariBrahmna Industrial area 507,101.0,101.0,16.0,Jammu,16.0,3.0,3993-07-02,Jammu
Samba BariBrahmna Industrial area 507,85.0,85.0,15.0,Jammu,24.0,2.0,3993-08-02,Jammu
Samba BariBrahmna Industrial area 507,93.0,93.0,14.0,Jammu,31.0,3.0,3993-09-02,Jammu
Samba BariBrahmna Industrial area 507,117.0,117.0,13.0,Jammu,39.0,4.0,3993-10-02,Jammu
Samba BariBrahmna Industrial area 507,140.0,131.0,36.0,Jammu,47.0,6.0,3993-11-02,Jammu
Samba BariBrahmna Industrial area 507,174.0,181.0,21.0,Jammu,73.0,4.0,3993-12-02,Jammu
Samba BariBrahmna Industrial area 507,186.0,186.0,34.0,Jammu,109.0,4.0,3994-01-02,Jammu
Samba BariBrahmna Industrial area 507,141.0,190.0,27.0,Jammu,140.0,3.0,3994-02-02,Jammu
Samba BariBrahmna Industrial area 507,115.0,115.0,36.0,Jammu,55.0,4.0,3994-03-02,Jammu
Samba BariBrahmna Industrial area 507,128.0,128.0,38.0,Jammu,72.0,4.0,3994-04-02,Jammu
Samba BariBrahmna Industrial area 507,125.0,125.0,33.0,Jammu,70.0,3.0,3994-05-02,Jammu
Samba BariBrahmna Industrial area 507,113.0,113.0,28.0,Jammu,59.0,3.0,3994-06-02,Jammu
Samba BariBrahmna Industrial area 507,86.0,86.0,23.0,Jammu,29.0,2.0,3994-07-02,Jammu
Samba BariBrahmna Industrial area 507,97.0,97.0,24.0,Jammu,33.0,2.0,3994-08-02,Jammu
Samba BariBrahmna Industrial area 507,91.0,91.0,21.0,Jammu,39.0,2.0,3994-09-02,Jammu
Samba BariBrahmna Industrial area 507,108.0,108.0,28.0,Jammu,45.0,4.0,3994-10-02,Jammu
Samba BariBrahmna Industrial area 507,126.0,109.0,39.0,Jammu,7.0,3.0,3994-11-02,Jammu
Samba BariBrahmna Industrial area 507,145.0,145.0,43.0,Jammu,86.0,5.0,3994-12-02,Jammu
Samba BariBrahmna Industrial area 507,163.0,163.0,49.0,Jammu,104.0,5.0,3995-01-02,Jammu
Samba BariBrahmna Industrial area 507,146.0,146.0,45.0,Jammu,86.0,4.0,3995-02-02,Jammu
Samba BariBrahmna Industrial area 507,146.0,150.0,45.0,Jammu,86.0,4.0,3995-03-02,Jammu
Kathua Forest Complex 1069,96.0,96.0,8.0,Kathua,15.0,1.0,3991-01-02,Jammu
Kathua Forest Complex 1069,85.0,85.0,7.0,Kathua,16.0,4.0,3991-02-02,Jammu
Kathua Forest Complex 1069,77.0,77.0,7.0,Kathua,17.0,3.0,3991-03-02,Jammu
Kathua Forest Complex 1069,90.0,90.0,7.0,Kathua,16.0,1.0,3991-04-02,Jammu
Kathua Forest Complex 1069,103.0,102.0,8.0,Kathua,15.0,2.0,3991-05-02,Jammu
Kathua Forest Complex 1069,116.0,116.0,8.0,Kathua,14.0,2.0,3991-06-02,Jammu
Kathua Forest Complex 1069,117.0,117.0,8.0,Kathua,27.0,1.0,3991-07-02,Jammu
Kathua Forest Complex 1069,105.0,104.0,8.0,Kathua,27.0,0.0,3991-08-02,Jammu
Kathua Forest Complex 1069,93.0,94.0,8.0,Kathua,27.0,2.0,3991-09-02,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,27.0,2.0,3991-10-02,Jammu
Kathua Forest Complex 1069,71.0,71.0,7.0,Kathua,27.0,4.0,3991-11-02,Jammu
Kathua Forest Complex 1069,76.0,76.0,7.0,Kathua,26.0,2.0,3991-12-02,Jammu
Kathua Forest Complex 1069,83.0,83.0,7.0,Kathua,25.0,3.0,3992-01-02,Jammu
Kathua Forest Complex 1069,80.0,80.0,7.0,Kathua,25.0,2.0,3992-02-02,Jammu
Kathua Forest Complex 1069,72.0,72.0,7.0,Kathua,25.0,3.0,3992-03-01,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,17.0,3.0,3992-04-01,Jammu
Kathua Forest Complex 1069,86.0,86.0,7.0,Kathua,16.0,3.0,3992-05-01,Jammu
Kathua Forest Complex 1069,88.0,88.0,7.0,Kathua,20.0,3.0,3992-06-01,Jammu
Kathua Forest Complex 1069,84.0,84.0,7.0,Kathua,20.0,1.0,3992-07-01,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,20.0,3.0,3992-08-01,Jammu
Kathua Forest Complex 1069,77.0,77.0,7.0,Kathua,19.0,3.0,3992-09-01,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,18.0,3.0,3992-10-01,Jammu
Kathua Forest Complex 1069,79.0,79.0,7.0,Kathua,16.0,1.0,3992-11-01,Jammu
Kathua Forest Complex 1069,80.0,80.0,7.0,Kathua,15.0,2.0,3992-12-01,Jammu
Kathua Forest Complex 1069,88.0,88.0,7.0,Kathua,13.0,4.0,3993-01-01,Jammu
Kathua Forest Complex 1069,78.0,78.0,7.0,Kathua,14.0,3.0,3993-02-01,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,16.0,2.0,3993-03-02,Jammu
Kathua Forest Complex 1069,83.0,83.0,7.0,Kathua,15.0,3.0,3993-04-02,Jammu
Kathua Forest Complex 1069,83.0,83.0,7.0,Kathua,14.0,3.0,3993-05-02,Jammu
Kathua Forest Complex 1069,86.0,86.0,7.0,Kathua,13.0,3.0,3993-06-02,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,13.0,2.0,3993-07-02,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,12.0,1.0,3993-08-02,Jammu
Kathua Forest Complex 1069,81.0,81.0,7.0,Kathua,11.0,1.0,3993-09-02,Jammu
Kathua Forest Complex 1069,87.0,87.0,7.0,Kathua,10.0,1.0,3993-10-02,Jammu
Kathua Forest Complex 1069,108.0,108.0,7.0,Kathua,9.0,1.0,3993-11-02,Jammu
Kathua Forest Complex 1069,109.0,105.0,7.0,Kathua,9.0,1.0,3993-12-02,Jammu
Kathua Forest Complex 1069,110.0,110.0,7.0,Kathua,8.0,2.0,3994-01-02,Jammu
Kathua Forest Complex 1069,104.0,104.0,9.0,Kathua,7.0,3.0,3994-02-02,Jammu
Kathua Forest Complex 1069,100.0,100.0,9.0,Kathua,16.0,3.0,3994-03-02,Jammu
Kathua Forest Complex 1069,98.0,98.0,9.0,Kathua,15.0,3.0,3994-04-02,Jammu
Kathua Forest Complex 1069,92.0,92.0,9.0,Kathua,15.0,3.0,3994-05-02,Jammu
Kathua Forest Complex 1069,85.0,85.0,7.0,Kathua,11.0,2.0,3994-06-02,Jammu
Kathua Forest Complex 1069,78.0,78.0,8.0,Kathua,9.0,2.0,3994-07-02,Jammu
Kathua Forest Complex 1069,75.0,75.0,6.0,Kathua,8.0,2.0,3994-08-02,Jammu
Kathua Forest Complex 1069,80.0,80.0,7.0,Kathua,10.0,3.0,3994-09-02,Jammu
Kathua Forest Complex 1069,95.0,95.0,6.0,Kathua,10.0,2.0,3994-10-02,Jammu
Kathua Forest Complex 1069,87.0,87.0,7.0,Kathua,11.0,3.0,3994-11-02,Jammu
Kathua Forest Complex 1069,94.0,94.0,7.0,Kathua,13.0,3.0,3994-12-02,Jammu
Kathua Forest Complex 1069,91.0,91.0,8.0,Kathua,11.0,4.0,3995-01-02,Jammu
Kathua Forest Complex 1069,96.0,96.0,8.0,Kathua,18.0,3.0,3995-02-02,Jammu
Kathua Forest Complex 1069,96.0,95.0,8.0,Kathua,18.0,3.0,3995-03-02,Jammu
Kathua Industrial Area 1068,179.0,179.0,12.0,Kathua,86.0,8.0,3991-01-02,Jammu
Kathua Industrial Area 1068,65.0,65.0,5.0,Kathua,72.0,7.0,3991-02-02,Jammu
Kathua Industrial Area 1068,194.0,194.0,13.0,Kathua,58.0,6.0,3991-03-02,Jammu
Kathua Industrial Area 1068,191.0,191.0,13.0,Kathua,54.0,4.0,3991-04-02,Jammu
Kathua Industrial Area 1068,206.0,206.0,14.0,Kathua,51.0,7.0,3991-05-02,Jammu
Kathua Industrial Area 1068,200.0,200.0,13.0,Kathua,42.0,4.0,3991-06-02,Jammu
Kathua Industrial Area 1068,126.0,126.0,9.0,Kathua,33.0,5.0,3991-07-02,Jammu
Kathua Industrial Area 1068,155.0,155.0,10.0,Kathua,31.0,7.0,3991-08-02,Jammu
Kathua Industrial Area 1068,134.0,134.0,9.0,Kathua,28.0,6.0,3991-09-02,Jammu
Kathua Industrial Area 1068,112.0,112.0,8.0,Kathua,26.0,7.0,3991-10-02,Jammu
Kathua Industrial Area 1068,142.0,142.0,10.0,Kathua,32.0,7.0,3991-11-02,Jammu
Kathua Industrial Area 1068,164.0,164.0,11.0,Kathua,33.0,6.0,3991-12-02,Jammu
Kathua Industrial Area 1068,149.0,149.0,10.0,Kathua,30.0,6.0,3992-01-02,Jammu
Kathua Industrial Area 1068,170.0,170.0,11.0,Kathua,48.0,8.0,3992-02-02,Jammu
Kathua Industrial Area 1068,163.0,163.0,11.0,Kathua,15.0,4.0,3992-03-01,Jammu
Kathua Industrial Area 1068,159.0,159.0,11.0,Kathua,29.0,7.0,3992-04-01,Jammu
Kathua Industrial Area 1068,145.0,145.0,10.0,Kathua,18.0,4.0,3992-05-01,Jammu
Kathua Industrial Area 1068,163.0,163.0,11.0,Kathua,24.0,7.0,3992-06-01,Jammu
Kathua Industrial Area 1068,161.0,161.0,11.0,Kathua,23.0,5.0,3992-07-01,Jammu
Kathua Industrial Area 1068,160.0,160.0,11.0,Kathua,22.0,6.0,3992-08-01,Jammu
Kathua Industrial Area 1068,158.0,158.0,11.0,Kathua,21.0,7.0,3992-09-01,Jammu
Kathua Industrial Area 1068,135.0,135.0,9.0,Kathua,15.0,5.0,3992-10-01,Jammu
Kathua Industrial Area 1068,72.0,72.0,5.0,Kathua,15.0,7.0,3992-11-01,Jammu
Kathua Industrial Area 1068,80.0,80.0,6.0,Kathua,14.0,6.0,3992-12-01,Jammu
Kathua Industrial Area 1068,78.0,78.0,6.0,Kathua,14.0,7.0,3993-01-01,Jammu
Kathua Industrial Area 1068,78.0,78.0,6.0,Kathua,14.0,7.0,3993-02-01,Jammu
Kathua Industrial Area 1068,78.0,78.0,6.0,Kathua,13.0,8.0,3993-03-02,Jammu
Kathua Industrial Area 1068,93.0,93.0,7.0,Kathua,17.0,5.0,3993-04-02,Jammu
Kathua Industrial Area 1068,85.0,85.0,6.0,Kathua,15.0,6.0,3993-05-02,Jammu
Kathua Industrial Area 1068,95.0,95.0,7.0,Kathua,17.0,5.0,3993-06-02,Jammu
Kathua Industrial Area 1068,96.0,96.0,7.0,Kathua,17.0,6.0,3993-07-02,Jammu
Kathua Industrial Area 1068,83.0,83.0,6.0,Kathua,14.0,6.0,3993-08-02,Jammu
Kathua Industrial Area 1068,79.0,79.0,7.0,Kathua,13.0,6.0,3993-09-02,Jammu
Kathua Industrial Area 1068,91.0,91.0,7.0,Kathua,12.0,6.0,3993-10-02,Jammu
Kathua Industrial Area 1068,121.0,121.0,7.0,Kathua,12.0,6.0,3993-11-02,Jammu
Kathua Industrial Area 1068,126.0,126.0,7.0,Kathua,12.0,6.0,3993-12-02,Jammu
Kathua Industrial Area 1068,126.0,126.0,7.0,Kathua,11.0,6.0,3994-01-02,Jammu
Kathua Industrial Area 1068,141.0,141.0,11.0,Kathua,11.0,7.0,3994-02-02,Jammu
Kathua Industrial Area 1068,133.0,133.0,10.0,Kathua,21.0,8.0,3994-03-02,Jammu
Kathua Industrial Area 1068,137.0,137.0,10.0,Kathua,23.0,8.0,3994-04-02,Jammu
Kathua Industrial Area 1068,126.0,126.0,10.0,Kathua,21.0,7.0,3994-05-02,Jammu
Kathua Industrial Area 1068,116.0,116.0,9.0,Kathua,17.0,5.0,3994-06-02,Jammu
Kathua Industrial Area 1068,109.0,109.0,9.0,Kathua,17.0,6.0,3994-07-02,Jammu
Kathua Industrial Area 1068,95.0,95.0,7.0,Kathua,14.0,4.0,3994-08-02,Jammu
Kathua Industrial Area 1068,105.0,105.0,7.0,Kathua,17.0,4.0,3994-09-02,Jammu
Kathua Industrial Area 1068,104.0,104.0,6.0,Kathua,23.0,4.0,3994-10-02,Jammu
Kathua Industrial Area 1068,105.0,105.0,7.0,Kathua,15.0,4.0,3994-11-02,Jammu
Kathua Industrial Area 1068,110.0,110.0,7.0,Kathua,14.0,5.0,3994-12-02,Jammu
Kathua Industrial Area 1068,115.0,115.0,9.0,Kathua,14.0,6.0,3995-01-02,Jammu
Kathua Industrial Area 1068,113.0,113.0,7.0,Kathua,16.0,6.0,3995-02-02,Jammu
Kathua Industrial Area 1068,113.0,113.0,7.0,Kathua,16.0,6.0,3995-03-02,Jammu
Poonch PCC Office 1075,14.0,14.0,14.0,Poonch,17.0,5.0,3991-01-02,Jammu
Poonch PCC Office 1075,21.0,19.0,14.0,Poonch,19.0,5.0,3991-02-02,Jammu
Poonch PCC Office 1075,27.0,33.0,12.0,Poonch,20.0,7.0,3991-03-02,Jammu
Poonch PCC Office 1075,27.0,32.0,14.0,Poonch,20.0,6.0,3991-04-02,Jammu
Poonch PCC Office 1075,27.0,28.0,14.0,Poonch,24.0,5.0,3991-05-02,Jammu
Poonch PCC Office 1075,48.0,49.0,14.0,Poonch,24.0,5.0,3991-06-02,Jammu
Poonch PCC Office 1075,54.0,53.0,17.0,Poonch,24.0,5.0,3991-07-02,Jammu
Poonch PCC Office 1075,61.0,61.0,16.0,Poonch,24.0,5.0,3991-08-02,Jammu
Poonch PCC Office 1075,38.0,38.0,13.0,Poonch,24.0,6.0,3991-09-02,Jammu
Poonch PCC Office 1075,32.0,32.0,13.0,Poonch,20.0,6.0,3991-10-02,Jammu
Poonch PCC Office 1075,44.0,41.0,11.0,Poonch,20.0,6.0,3991-11-02,Jammu
Poonch PCC Office 1075,37.0,36.0,16.0,Poonch,28.0,6.0,3991-12-02,Jammu
Poonch PCC Office 1075,31.0,32.0,18.0,Poonch,26.0,6.0,3992-01-02,Jammu
Poonch PCC Office 1075,34.0,34.0,14.0,Poonch,26.0,4.0,3992-02-02,Jammu
Poonch PCC Office 1075,35.0,35.0,9.0,Poonch,25.0,3.0,3992-03-01,Jammu
Poonch PCC Office 1075,38.0,38.0,11.0,Poonch,24.0,3.0,3992-04-01,Jammu
Poonch PCC Office 1075,38.0,38.0,8.0,Poonch,24.0,1.0,3992-05-01,Jammu
Poonch PCC Office 1075,39.0,39.0,7.0,Poonch,23.0,2.0,3992-06-01,Jammu
Poonch PCC Office 1075,25.0,24.0,10.0,Poonch,22.0,4.0,3992-07-01,Jammu
Poonch PCC Office 1075,11.0,11.0,10.0,Poonch,22.0,4.0,3992-08-01,Jammu
Poonch PCC Office 1075,41.0,37.0,9.0,Poonch,21.0,2.0,3992-09-01,Jammu
Poonch PCC Office 1075,42.0,40.0,6.0,Poonch,20.0,2.0,3992-10-01,Jammu
Poonch PCC Office 1075,43.0,45.0,7.0,Poonch,20.0,2.0,3992-11-01,Jammu
Poonch PCC Office 1075,44.0,40.0,6.0,Poonch,21.0,2.0,3992-12-01,Jammu
Poonch PCC Office 1075,45.0,45.0,5.0,Poonch,23.0,2.0,3993-01-01,Jammu
Poonch PCC Office 1075,45.0,45.0,6.0,Poonch,19.0,3.0,3993-02-01,Jammu
Poonch PCC Office 1075,41.0,41.0,6.0,Poonch,20.0,3.0,3993-03-02,Jammu
Poonch PCC Office 1075,43.0,43.0,4.0,Poonch,21.0,2.0,3993-04-02,Jammu
Poonch PCC Office 1075,45.0,45.0,6.0,Poonch,20.0,3.0,3993-05-02,Jammu
Poonch PCC Office 1075,45.0,45.0,8.0,Poonch,20.0,4.0,3993-06-02,Jammu
Poonch PCC Office 1075,34.0,39.0,7.0,Poonch,19.0,4.0,3993-07-02,Jammu
Poonch PCC Office 1075,37.0,21.0,4.0,Poonch,21.0,2.0,3993-08-02,Jammu
Poonch PCC Office 1075,41.0,24.0,4.0,Poonch,24.0,1.0,3993-09-02,Jammu
Poonch PCC Office 1075,44.0,44.0,6.0,Poonch,22.0,2.0,3993-10-02,Jammu
Poonch PCC Office 1075,45.0,45.0,10.0,Poonch,24.0,5.0,3993-11-02,Jammu
Poonch PCC Office 1075,61.0,61.0,15.0,Poonch,40.0,6.0,3993-12-02,Jammu
Poonch PCC Office 1075,61.0,61.0,13.0,Poonch,43.0,7.0,3994-01-02,Jammu
Poonch PCC Office 1075,61.0,61.0,15.0,Poonch,40.0,8.0,3994-02-02,Jammu
Poonch PCC Office 1075,59.0,59.0,12.0,Poonch,37.0,5.0,3994-03-02,Jammu
Poonch PCC Office 1075,62.0,62.0,11.0,Poonch,31.0,6.0,3994-04-02,Jammu
Poonch PCC Office 1075,62.0,62.0,12.0,Poonch,33.0,6.0,3994-05-02,Jammu
Poonch PCC Office 1075,64.0,64.0,10.0,Poonch,30.0,4.0,3994-06-02,Jammu
Poonch PCC Office 1075,63.0,63.0,13.0,Poonch,37.0,6.0,3994-07-02,Jammu
Poonch PCC Office 1075,65.0,65.0,18.0,Poonch,25.0,2.0,3994-08-02,Jammu
Poonch PCC Office 1075,63.0,63.0,13.0,Poonch,27.0,4.0,3994-09-02,Jammu
Poonch PCC Office 1075,63.0,63.0,16.0,Poonch,27.0,2.0,3994-10-02,Jammu
Poonch PCC Office 1075,68.0,68.0,17.0,Poonch,28.0,4.0,3994-11-02,Jammu
Poonch PCC Office 1075,69.0,69.0,13.0,Poonch,28.0,5.0,3994-12-02,Jammu
Poonch PCC Office 1075,63.0,63.0,11.0,Poonch,28.0,5.0,3995-01-02,Jammu
Poonch PCC Office 1075,61.0,61.0,14.0,Poonch,28.0,5.0,3995-02-02,Jammu
Poonch PCC Office 1075,61.0,62.0,17.0,Poonch,28.0,4.0,3995-03-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,90.0,20.0,Rajouri,39.0,2.0,3991-01-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,82.0,12.0,Rajouri,39.0,7.0,3991-02-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,85.0,15.0,Rajouri,39.0,7.0,3991-03-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,87.0,14.0,Rajouri,39.0,5.0,3991-04-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,82.0,16.0,Rajouri,39.0,5.0,3991-05-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,84.0,17.0,Rajouri,39.0,5.0,3991-06-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,90.0,17.0,Rajouri,39.0,4.0,3991-07-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,77.0,18.0,Rajouri,30.0,6.0,3991-08-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,74.0,66.0,16.0,Rajouri,30.0,6.0,3991-09-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,72.0,79.0,13.0,Rajouri,30.0,6.0,3991-10-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,69.0,76.0,13.0,Rajouri,30.0,7.0,3991-11-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,66.0,66.0,15.0,Rajouri,30.0,6.0,3991-12-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,69.0,69.0,14.0,Rajouri,35.0,6.0,3992-01-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,74.0,164.0,29.0,Rajouri,164.0,17.0,3992-02-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,85.0,15.0,Rajouri,62.0,5.0,3992-03-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,82.0,71.0,15.0,Rajouri,71.0,6.0,3992-04-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,87.0,87.0,16.0,Rajouri,68.0,5.0,3992-05-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,83.0,86.0,17.0,Rajouri,75.0,9.0,3992-06-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,93.0,21.0,Rajouri,88.0,11.0,3992-07-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,76.0,76.0,15.0,Rajouri,36.0,4.0,3992-08-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,76.0,76.0,16.0,Rajouri,40.0,4.0,3992-09-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,79.0,79.0,17.0,Rajouri,43.0,6.0,3992-10-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,78.0,11.0,Rajouri,30.0,5.0,3992-11-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,71.0,71.0,8.0,Rajouri,34.0,4.0,3992-12-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,78.0,8.0,Rajouri,30.0,3.0,3993-01-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,77.0,7.0,Rajouri,25.0,3.0,3993-02-01,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,77.0,6.0,Rajouri,28.0,4.0,3993-03-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,75.0,75.0,11.0,Rajouri,32.0,4.0,3993-04-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,75.0,75.0,10.0,Rajouri,28.0,4.0,3993-05-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,82.0,82.0,11.0,Rajouri,28.0,4.0,3993-06-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,75.0,75.0,7.0,Rajouri,32.0,3.0,3993-07-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,77.0,12.0,Rajouri,28.0,3.0,3993-08-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,77.0,77.0,13.0,Rajouri,28.0,7.0,3993-09-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,78.0,7.0,Rajouri,27.0,3.0,3993-10-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,79.0,79.0,12.0,Rajouri,28.0,5.0,3993-11-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,79.0,79.0,15.0,Rajouri,41.0,5.0,3993-12-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,78.0,14.0,Rajouri,28.0,6.0,3994-01-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,79.0,79.0,17.0,Rajouri,27.0,10.0,3994-02-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,75.0,75.0,14.0,Rajouri,26.0,5.0,3994-03-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,78.0,11.0,Rajouri,25.0,4.0,3994-04-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,86.0,86.0,14.0,Rajouri,41.0,5.0,3994-05-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,86.0,86.0,19.0,Rajouri,41.0,5.0,3994-06-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,78.0,78.0,21.0,Rajouri,29.0,2.0,3994-07-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,76.0,76.0,13.0,Rajouri,27.0,4.0,3994-08-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,79.0,79.0,15.0,Rajouri,26.0,4.0,3994-09-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,75.0,75.0,17.0,Rajouri,27.0,2.0,3994-10-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,79.0,76.0,16.0,Rajouri,32.0,4.0,3994-11-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,84.0,86.0,18.0,Rajouri,36.0,3.0,3994-12-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,88.0,88.0,17.0,Rajouri,41.0,4.0,3995-01-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,76.0,76.0,23.0,Rajouri,27.0,3.0,3995-02-02,Jammu
Rajouri PCC Office Near Panja Chowk 1073,76.0,78.0,19.0,Rajouri,27.0,4.0,3995-03-02,Jammu
Ramban PCC Office 1064,102.0,102.0,14.0,Ramban,29.0,4.0,3991-01-02,Jammu
Ramban PCC Office 1064,139.0,139.0,21.0,Ramban,29.0,9.0,3991-02-02,Jammu
Ramban PCC Office 1064,149.0,149.0,16.0,Ramban,29.0,8.0,3991-03-02,Jammu
Ramban PCC Office 1064,132.0,126.0,20.0,Ramban,29.0,6.0,3991-04-02,Jammu
Ramban PCC Office 1064,114.0,104.0,18.0,Ramban,29.0,5.0,3991-05-02,Jammu
Ramban PCC Office 1064,96.0,94.0,16.0,Ramban,29.0,3.0,3991-06-02,Jammu
Ramban PCC Office 1064,79.0,79.0,18.0,Ramban,35.0,4.0,3991-07-02,Jammu
Ramban PCC Office 1064,106.0,106.0,20.0,Ramban,32.0,5.0,3991-08-02,Jammu
Ramban PCC Office 1064,87.0,87.0,15.0,Ramban,34.0,5.0,3991-09-02,Jammu
Ramban PCC Office 1064,84.0,76.0,13.0,Ramban,34.0,6.0,3991-10-02,Jammu
Ramban PCC Office 1064,80.0,92.0,14.0,Ramban,35.0,7.0,3991-11-02,Jammu
Ramban PCC Office 1064,79.0,82.0,16.0,Ramban,35.0,6.0,3991-12-02,Jammu
Ramban PCC Office 1064,78.0,78.0,15.0,Ramban,35.0,5.0,3992-01-02,Jammu
Ramban PCC Office 1064,61.0,61.0,18.0,Ramban,37.0,6.0,3992-02-02,Jammu
Ramban PCC Office 1064,50.0,50.0,13.0,Ramban,38.0,4.0,3992-03-01,Jammu
Ramban PCC Office 1064,52.0,52.0,12.0,Ramban,38.0,4.0,3992-04-01,Jammu
Ramban PCC Office 1064,56.0,56.0,11.0,Ramban,37.0,3.0,3992-05-01,Jammu
Ramban PCC Office 1064,56.0,56.0,9.0,Ramban,37.0,3.0,3992-06-01,Jammu
Ramban PCC Office 1064,54.0,54.0,9.0,Ramban,38.0,3.0,3992-07-01,Jammu
Ramban PCC Office 1064,50.0,50.0,9.0,Ramban,38.0,3.0,3992-08-01,Jammu
Ramban PCC Office 1064,45.0,45.0,13.0,Ramban,39.0,4.0,3992-09-01,Jammu
Ramban PCC Office 1064,46.0,46.0,9.0,Ramban,39.0,3.0,3992-10-01,Jammu
Ramban PCC Office 1064,46.0,46.0,11.0,Ramban,39.0,5.0,3992-11-01,Jammu
Ramban PCC Office 1064,47.0,48.0,10.0,Ramban,39.0,5.0,3992-12-01,Jammu
Ramban PCC Office 1064,47.0,47.0,5.0,Ramban,39.0,2.0,3993-01-01,Jammu
Ramban PCC Office 1064,48.0,48.0,7.0,Ramban,38.0,3.0,3993-02-01,Jammu
Ramban PCC Office 1064,43.0,43.0,6.0,Ramban,39.0,3.0,3993-03-02,Jammu
Ramban PCC Office 1064,46.0,46.0,4.0,Ramban,39.0,2.0,3993-04-02,Jammu
Ramban PCC Office 1064,47.0,47.0,6.0,Ramban,39.0,3.0,3993-05-02,Jammu
